id,cow_id,activity,model,observation_time,server_time,local_id
105592,200,21,-10,2018-07-01 15:26:01+01,2018-07-01 15:35:06.27+01,86
105818,200,15,0,2018-07-01 16:56:01+01,2018-07-01 17:05:06.13+01,86
106038,200,44,-5,2018-07-01 18:26:02+01,2018-07-01 18:35:06.43+01,86
106267,200,51,17,2018-07-01 19:56:01+01,2018-07-01 20:05:06.06+01,86
106492,200,1,-9,2018-07-01 21:26:01+01,2018-07-01 21:35:06.22+01,86
106720,200,3,-51,2018-07-01 22:56:03+01,2018-07-01 23:05:06.83+01,86
106943,200,63,-37,2018-07-02 00:26:03+01,2018-07-02 00:35:06.07+01,86
107164,200,243,-39,2018-07-02 01:56:05+01,2018-07-02 02:05:07.83+01,86
107388,200,29,-39,2018-07-02 03:26:05+01,2018-07-02 03:35:06.94+01,86
107619,200,27,-26,2018-07-02 04:56:06+01,2018-07-02 05:10:07.83+01,86
107832,200,111,45,2018-07-02 06:26:06+01,2018-07-02 06:35:06.65+01,86
108054,200,19,94,2018-07-02 07:56:06+01,2018-07-02 08:05:06.09+01,86
108276,200,9,101,2018-07-02 09:26:06+01,2018-07-02 09:35:06.55+01,86
108493,200,26,81,2018-07-02 10:56:07+01,2018-07-02 11:05:06.88+01,86
108719,200,148,73,2018-07-02 12:26:08+01,2018-07-02 12:35:06.7+01,86
108939,200,183,96,2018-07-02 13:56:08+01,2018-07-02 14:05:06.88+01,86
109190,200,136,162,2018-07-02 15:26:09+01,2018-07-02 15:55:06.21+01,86
109374,200,97,247,2018-07-02 16:56:08+01,2018-07-02 17:05:09.12+01,86
109592,200,16,260,2018-07-02 18:26:09+01,2018-07-02 18:35:05.9+01,86
109805,200,79,277,2018-07-02 19:56:10+01,2018-07-02 20:05:06.17+01,86
110019,200,28,219,2018-07-02 21:26:09+01,2018-07-02 21:35:06.51+01,86
110494,200,26,105,2018-07-02 22:56:10+01,2018-07-03 15:00:13.84+01,86
110862,200,31,73,2018-07-03 00:26:13+01,2018-07-03 15:10:13.29+01,86
110863,200,71,35,2018-07-03 01:56:15+01,2018-07-03 15:10:13.29+01,86
110864,200,89,6,2018-07-03 03:26:15+01,2018-07-03 15:10:13.29+01,86
110865,200,16,-20,2018-07-03 04:56:15+01,2018-07-03 15:10:13.29+01,86
110866,200,64,4,2018-07-03 06:26:15+01,2018-07-03 15:10:13.29+01,86
110867,200,51,54,2018-07-03 07:56:15+01,2018-07-03 15:10:13.29+01,86
110868,200,34,70,2018-07-03 09:26:15+01,2018-07-03 15:10:13.29+01,86
111238,200,2,69,2018-07-03 10:56:15+01,2018-07-03 15:20:10.78+01,86
111239,200,39,75,2018-07-03 12:26:15+01,2018-07-03 15:20:10.78+01,86
111569,200,114,55,2018-07-03 13:56:19+01,2018-07-03 15:30:11.55+01,86
112463,200,148,55,2018-07-03 15:26:25+01,2018-07-03 16:20:09.18+01,86
112755,200,84,89,2018-07-03 16:56:25+01,2018-07-03 17:00:07.77+01,86
113011,200,24,106,2018-07-03 18:26:26+01,2018-07-03 18:30:05.86+01,86
113220,200,34,143,2018-07-03 19:56:25+01,2018-07-03 20:00:07.4+01,86
113454,200,29,135,2018-07-03 21:26:27+01,2018-07-03 21:30:06.86+01,86
113666,200,83,80,2018-07-03 22:56:26+01,2018-07-03 23:00:05.84+01,86
113879,200,9,52,2018-07-04 00:26:27+01,2018-07-04 00:30:06.84+01,86
114091,200,13,16,2018-07-04 01:56:27+01,2018-07-04 02:00:06.78+01,86
114303,200,71,-18,2018-07-04 03:26:28+01,2018-07-04 03:30:07.28+01,86
114505,200,138,-52,2018-07-04 04:56:28+01,2018-07-04 05:00:07.13+01,86
114727,200,0,-87,2018-07-04 06:26:28+01,2018-07-04 06:30:06.31+01,86
114939,200,9,-92,2018-07-04 07:56:29+01,2018-07-04 08:00:05.96+01,86
115151,200,45,-82,2018-07-04 09:26:29+01,2018-07-04 09:30:06.72+01,86
115361,200,6,-78,2018-07-04 10:56:30+01,2018-07-04 11:00:06.25+01,86
115574,200,41,-47,2018-07-04 12:26:30+01,2018-07-04 12:30:05.87+01,86
115785,200,7,-74,2018-07-04 13:56:30+01,2018-07-04 14:00:05.82+01,86
115995,200,4,-152,2018-07-04 15:26:31+01,2018-07-04 15:30:06.35+01,86
116207,200,22,-235,2018-07-04 16:56:32+01,2018-07-04 17:00:06.28+01,86
116419,200,3,-287,2018-07-04 18:26:32+01,2018-07-04 18:30:06.78+01,86
116643,200,67,-286,2018-07-04 19:56:32+01,2018-07-04 20:00:06.4+01,86
116947,200,6,-228,2018-07-04 21:26:33+01,2018-07-04 21:30:06.77+01,86
117224,200,17,-140,2018-07-04 22:56:33+01,2018-07-04 23:00:06.5+01,86
117522,200,3,-96,2018-07-05 00:26:33+01,2018-07-05 00:30:06.68+01,86
117810,200,11,-74,2018-07-05 01:56:33+01,2018-07-05 02:00:06.31+01,86
118096,200,23,-80,2018-07-05 03:26:34+01,2018-07-05 03:30:06.96+01,86
118395,200,9,-94,2018-07-05 04:56:35+01,2018-07-05 05:00:06.58+01,86
118706,200,5,-140,2018-07-05 06:26:35+01,2018-07-05 06:30:06.6+01,86
119027,200,9,-144,2018-07-05 07:56:35+01,2018-07-05 08:00:06.14+01,86
119307,200,12,-130,2018-07-05 09:26:36+01,2018-07-05 09:30:06.46+01,86
119586,200,55,-98,2018-07-05 10:56:36+01,2018-07-05 11:00:06.64+01,86
119875,200,76,-57,2018-07-05 12:26:36+01,2018-07-05 12:30:06.56+01,86
120199,200,1,-59,2018-07-05 13:56:37+01,2018-07-05 14:00:06.71+01,86
120506,200,12,-106,2018-07-05 15:26:37+01,2018-07-05 15:30:08.25+01,86
120791,200,24,-180,2018-07-05 16:56:38+01,2018-07-05 17:00:07.23+01,86
121083,200,1,-232,2018-07-05 18:26:38+01,2018-07-05 18:30:06.82+01,86
121371,200,37,-237,2018-07-05 19:56:38+01,2018-07-05 20:05:05.93+01,86
121657,200,29,-197,2018-07-05 21:26:39+01,2018-07-05 21:35:06.53+01,86
121949,200,11,-125,2018-07-05 22:56:39+01,2018-07-05 23:05:06.63+01,86
122240,200,4,-85,2018-07-06 00:26:39+01,2018-07-06 00:35:06.97+01,86
122512,200,38,-59,2018-07-06 01:56:40+01,2018-07-06 02:05:06.89+01,86
122762,200,31,-61,2018-07-06 03:26:40+01,2018-07-06 03:35:06.79+01,86
123041,200,5,-68,2018-07-06 04:56:41+01,2018-07-06 05:10:08.11+01,86
123270,200,4,-106,2018-07-06 06:26:41+01,2018-07-06 06:35:06.36+01,86
123507,200,2,-117,2018-07-06 07:56:41+01,2018-07-06 08:05:06.22+01,86
123743,200,5,-113,2018-07-06 09:26:42+01,2018-07-06 09:35:06.14+01,86
123988,200,3,-96,2018-07-06 10:56:42+01,2018-07-06 11:15:06.31+01,86
124214,200,56,-76,2018-07-06 12:26:42+01,2018-07-06 12:35:06.62+01,86
124452,200,30,-80,2018-07-06 13:56:43+01,2018-07-06 14:05:06.57+01,86
124683,200,3,-123,2018-07-06 15:26:43+01,2018-07-06 15:35:06.72+01,86
124923,200,12,-180,2018-07-06 16:56:43+01,2018-07-06 17:05:05.93+01,86
125158,200,7,-211,2018-07-06 18:26:44+01,2018-07-06 18:35:06.63+01,86
125389,200,38,-213,2018-07-06 19:56:45+01,2018-07-06 20:05:06.18+01,86
125628,200,75,-167,2018-07-06 21:26:45+01,2018-07-06 21:35:06.35+01,86
125864,200,4,-101,2018-07-06 22:56:45+01,2018-07-06 23:05:06.59+01,86
126102,200,7,-65,2018-07-07 00:26:45+01,2018-07-07 00:35:06.65+01,86
126354,200,7,-43,2018-07-07 01:56:48+01,2018-07-07 02:15:06.13+01,86
126573,200,54,-52,2018-07-07 03:26:48+01,2018-07-07 03:35:07.22+01,86
126819,200,36,-59,2018-07-07 04:56:49+01,2018-07-07 05:10:07.83+01,86
127046,200,2,-95,2018-07-07 06:26:50+01,2018-07-07 06:35:06.42+01,86
127281,200,20,-95,2018-07-07 07:56:50+01,2018-07-07 08:05:05.84+01,86
127517,200,1,-85,2018-07-07 09:26:51+01,2018-07-07 09:35:06.07+01,86
127752,200,2,-73,2018-07-07 10:56:51+01,2018-07-07 11:05:06.84+01,86
127989,200,58,-55,2018-07-07 12:26:51+01,2018-07-07 12:35:06.08+01,86
128246,200,2,-73,2018-07-07 13:56:52+01,2018-07-07 14:15:06.31+01,86
128464,200,8,-118,2018-07-07 15:26:53+01,2018-07-07 15:35:06.57+01,86
128699,200,94,-165,2018-07-07 16:56:53+01,2018-07-07 17:05:06.36+01,86
128936,200,6,-193,2018-07-07 18:26:54+01,2018-07-07 18:35:06.16+01,86
129171,200,117,-176,2018-07-07 19:56:53+01,2018-07-07 20:05:06.86+01,86
129406,200,58,-116,2018-07-07 21:26:54+01,2018-07-07 21:35:06.96+01,86
129643,200,3,-56,2018-07-07 22:56:54+01,2018-07-07 23:05:06.25+01,86
129880,200,10,-23,2018-07-08 00:26:55+01,2018-07-08 00:35:06.41+01,86
130116,200,46,-12,2018-07-08 01:56:55+01,2018-07-08 02:05:07.39+01,86
130339,200,31,-34,2018-07-08 03:26:56+01,2018-07-08 03:35:07.13+01,86
130596,200,30,-41,2018-07-08 04:56:56+01,2018-07-08 05:10:08.18+01,86
130823,200,13,-71,2018-07-08 06:26:57+01,2018-07-08 06:35:07.02+01,86
131060,200,1,-78,2018-07-08 07:56:57+01,2018-07-08 08:05:07.05+01,86
131295,200,5,-71,2018-07-08 09:26:58+01,2018-07-08 09:35:06.42+01,86
131525,200,12,-63,2018-07-08 10:56:58+01,2018-07-08 11:05:06.22+01,86
131765,200,60,-53,2018-07-08 12:26:58+01,2018-07-08 12:35:06.14+01,86
132000,200,21,-59,2018-07-08 13:56:58+01,2018-07-08 14:05:06.72+01,86
132233,200,8,-94,2018-07-08 15:26:59+01,2018-07-08 15:35:05.96+01,86
132468,200,12,-141,2018-07-08 16:56:59+01,2018-07-08 17:05:05.75+01,86
132721,200,49,-164,2018-07-08 18:27:00+01,2018-07-08 18:45:05.53+01,86
132937,200,90,-159,2018-07-08 19:57:00+01,2018-07-08 20:05:06.06+01,86
133169,200,69,-114,2018-07-08 21:27:01+01,2018-07-08 21:35:06.8+01,86
133403,200,3,-50,2018-07-08 22:57:00+01,2018-07-08 23:05:06.26+01,86
133641,200,5,-23,2018-07-09 00:27:01+01,2018-07-09 00:35:07.23+01,86
133880,200,41,-11,2018-07-09 01:57:01+01,2018-07-09 02:05:06.95+01,86
134112,200,13,-30,2018-07-09 03:27:02+01,2018-07-09 03:35:08.05+01,86
134359,200,17,-47,2018-07-09 04:57:02+01,2018-07-09 05:10:08.03+01,86
134584,200,0,-80,2018-07-09 06:27:03+01,2018-07-09 06:35:06.52+01,86
134818,200,6,-90,2018-07-09 07:57:03+01,2018-07-09 08:05:06.72+01,86
135053,200,5,-83,2018-07-09 09:27:03+01,2018-07-09 09:35:05.93+01,86
135280,200,7,-72,2018-07-09 10:57:04+01,2018-07-09 11:05:06.29+01,86
135524,200,89,-53,2018-07-09 12:27:04+01,2018-07-09 12:35:06.18+01,86
135758,200,32,-53,2018-07-09 13:57:04+01,2018-07-09 14:05:06.98+01,86
135990,200,19,-80,2018-07-09 15:27:05+01,2018-07-09 15:35:06.74+01,86
136227,200,10,-117,2018-07-09 16:57:05+01,2018-07-09 17:05:05.98+01,86
136461,200,23,-140,2018-07-09 18:27:06+01,2018-07-09 18:35:06.45+01,86
136695,200,77,-138,2018-07-09 19:57:06+01,2018-07-09 20:05:06.19+01,86
136929,200,8,-112,2018-07-09 21:27:06+01,2018-07-09 21:35:06.06+01,86
137167,200,82,-59,2018-07-09 22:57:07+01,2018-07-09 23:05:06.53+01,86
137402,200,38,-27,2018-07-10 00:27:07+01,2018-07-10 00:35:07.28+01,86
137637,200,4,-13,2018-07-10 01:57:08+01,2018-07-10 02:05:07.92+01,86
137871,200,54,-9,2018-07-10 03:27:08+01,2018-07-10 03:35:07.73+01,86
138115,200,45,-19,2018-07-10 04:57:09+01,2018-07-10 05:10:07.6+01,86
138339,200,4,-55,2018-07-10 06:27:09+01,2018-07-10 06:35:06.18+01,86
138575,200,0,-62,2018-07-10 07:57:09+01,2018-07-10 08:05:06.9+01,86
138823,200,1,-66,2018-07-10 09:27:09+01,2018-07-10 09:40:06.83+01,86
139053,200,3,-61,2018-07-10 10:57:10+01,2018-07-10 11:10:06.89+01,86
139292,200,67,-51,2018-07-10 12:27:11+01,2018-07-10 12:40:06.49+01,86
139524,200,1,-61,2018-07-10 13:57:11+01,2018-07-10 14:10:06.79+01,86
139753,200,27,-92,2018-07-10 15:27:12+01,2018-07-10 15:40:05.91+01,86
139994,200,63,-128,2018-07-10 16:57:11+01,2018-07-10 17:10:05.8+01,86
140223,200,4,-148,2018-07-10 18:27:12+01,2018-07-10 18:40:05.99+01,86
140462,200,67,-138,2018-07-10 19:57:13+01,2018-07-10 20:10:06.14+01,86
140694,200,42,-101,2018-07-10 21:27:14+01,2018-07-10 21:40:06.59+01,86
140928,200,11,-56,2018-07-10 22:57:15+01,2018-07-10 23:10:06.66+01,86
141163,200,10,-31,2018-07-11 00:27:14+01,2018-07-11 00:40:06.47+01,86
141397,200,33,-20,2018-07-11 01:57:15+01,2018-07-11 02:10:06.76+01,86
141617,200,153,-22,2018-07-11 03:27:15+01,2018-07-11 03:40:07.41+01,86
141859,200,13,-23,2018-07-11 04:57:16+01,2018-07-11 05:10:07.53+01,86
142099,200,19,-24,2018-07-11 06:27:16+01,2018-07-11 06:40:06.21+01,86
142331,200,13,-25,2018-07-11 07:57:16+01,2018-07-11 08:10:06.3+01,86
146165,200,8,-30,2018-07-11 09:27:17+01,2018-07-12 18:55:37.33+01,86
146166,200,4,-31,2018-07-11 10:57:17+01,2018-07-12 18:55:37.33+01,86
146167,200,116,-27,2018-07-11 12:27:18+01,2018-07-12 18:55:37.33+01,86
146168,200,1,-28,2018-07-11 13:57:19+01,2018-07-12 18:55:37.33+01,86
146169,200,87,-26,2018-07-11 15:27:19+01,2018-07-12 18:55:37.33+01,86
146170,200,46,-39,2018-07-11 16:57:19+01,2018-07-12 18:55:37.33+01,86
146171,200,14,-61,2018-07-11 18:27:19+01,2018-07-12 18:55:37.33+01,86
146172,200,144,-55,2018-07-11 19:57:20+01,2018-07-12 18:55:37.33+01,86
146173,200,35,-40,2018-07-11 21:27:20+01,2018-07-12 18:55:37.33+01,86
146174,200,2,-26,2018-07-11 22:57:20+01,2018-07-12 18:55:37.33+01,86
146175,200,29,0,2018-07-12 00:27:21+01,2018-07-12 18:55:37.33+01,86
146176,200,30,-2,2018-07-12 01:57:21+01,2018-07-12 18:55:37.33+01,86
146177,200,38,-16,2018-07-12 03:27:22+01,2018-07-12 18:55:37.33+01,86
146178,200,51,-11,2018-07-12 04:57:22+01,2018-07-12 18:55:37.33+01,86
146179,200,2,-13,2018-07-12 06:27:23+01,2018-07-12 18:55:37.33+01,86
146180,200,11,-14,2018-07-12 07:57:22+01,2018-07-12 18:55:37.33+01,86
146181,200,1,-15,2018-07-12 09:27:23+01,2018-07-12 18:55:37.33+01,86
146182,200,1,-16,2018-07-12 10:57:24+01,2018-07-12 18:55:37.33+01,86
146183,200,129,-16,2018-07-12 12:27:24+01,2018-07-12 18:55:37.33+01,86
146184,200,7,-19,2018-07-12 13:57:24+01,2018-07-12 18:55:37.33+01,86
146185,200,104,-15,2018-07-12 15:27:25+01,2018-07-12 18:55:37.33+01,86
146186,200,18,2,2018-07-12 16:57:25+01,2018-07-12 18:55:37.33+01,86
146187,200,5,4,2018-07-12 18:27:25+01,2018-07-12 18:55:37.33+01,86
147895,200,151,18,2018-07-12 19:57:25+01,2018-07-12 20:00:06.55+01,86
148131,200,93,12,2018-07-12 21:27:25+01,2018-07-12 21:30:06.26+01,86
148402,200,29,12,2018-07-12 22:57:27+01,2018-07-12 23:00:06.69+01,86
148668,200,44,30,2018-07-13 00:27:27+01,2018-07-13 00:30:06.23+01,86
148933,200,3,28,2018-07-13 01:57:27+01,2018-07-13 02:00:06.75+01,86
149191,200,137,22,2018-07-13 03:27:27+01,2018-07-13 03:30:06.62+01,86
149473,200,25,21,2018-07-13 04:57:28+01,2018-07-13 05:00:06.39+01,86
149743,200,6,-1,2018-07-13 06:27:28+01,2018-07-13 06:30:06.92+01,86
150010,200,1,-12,2018-07-13 07:57:28+01,2018-07-13 08:00:07.16+01,86
150280,200,0,-17,2018-07-13 09:27:29+01,2018-07-13 09:30:06.2+01,86
150543,200,8,-21,2018-07-13 10:57:29+01,2018-07-13 11:00:06.46+01,86
150813,200,87,-19,2018-07-13 12:27:29+01,2018-07-13 12:30:06.3+01,86
151083,200,2,-24,2018-07-13 13:57:30+01,2018-07-13 14:00:06.72+01,86
151351,200,59,-22,2018-07-13 15:27:31+01,2018-07-13 15:30:06.33+01,86
151617,200,5,-18,2018-07-13 16:57:32+01,2018-07-13 17:00:06.17+01,86
151886,200,30,-17,2018-07-13 18:27:32+01,2018-07-13 18:30:06.87+01,86
152151,200,146,-25,2018-07-13 19:57:33+01,2018-07-13 20:00:07.75+01,86
152417,200,22,-29,2018-07-13 21:27:33+01,2018-07-13 21:30:06.74+01,86
152686,200,11,-16,2018-07-13 22:57:33+01,2018-07-13 23:00:07.07+01,86
152953,200,54,-7,2018-07-14 00:27:34+01,2018-07-14 00:30:06.67+01,86
153221,200,6,-1,2018-07-14 01:57:34+01,2018-07-14 02:00:07.02+01,86
153493,200,142,-2,2018-07-14 03:27:34+01,2018-07-14 03:30:07.47+01,86
153796,200,29,6,2018-07-14 04:57:35+01,2018-07-14 05:10:08.41+01,86
154028,200,2,-5,2018-07-14 06:27:36+01,2018-07-14 06:30:06.12+01,86
154297,200,9,-8,2018-07-14 07:57:36+01,2018-07-14 08:00:07.14+01,86
154567,200,1,-12,2018-07-14 09:27:36+01,2018-07-14 09:30:06.72+01,86
154832,200,9,-18,2018-07-14 10:57:37+01,2018-07-14 11:00:06.54+01,86
155103,200,74,-15,2018-07-14 12:27:37+01,2018-07-14 12:30:06.95+01,86
155370,200,48,-7,2018-07-14 13:57:37+01,2018-07-14 14:00:06.54+01,86
155636,200,6,-5,2018-07-14 15:27:38+01,2018-07-14 15:30:06.33+01,86
155930,200,18,-9,2018-07-14 16:57:38+01,2018-07-14 17:00:07.05+01,86
156222,200,32,-7,2018-07-14 18:27:41+01,2018-07-14 18:30:06.57+01,86
156520,200,130,-27,2018-07-14 19:57:41+01,2018-07-14 20:00:07.27+01,86
156817,200,90,-19,2018-07-14 21:27:42+01,2018-07-14 21:30:07.09+01,86
157113,200,20,3,2018-07-14 22:57:43+01,2018-07-14 23:00:07.19+01,86
157406,200,17,-8,2018-07-15 00:27:44+01,2018-07-15 00:30:06.84+01,86
157700,200,7,-3,2018-07-15 01:57:44+01,2018-07-15 02:00:07.47+01,86
158022,200,117,-14,2018-07-15 03:27:47+01,2018-07-15 03:35:08.21+01,86
158324,200,15,-23,2018-07-15 04:57:48+01,2018-07-15 05:10:08.78+01,86
158609,200,15,-13,2018-07-15 06:27:50+01,2018-07-15 06:35:06.77+01,86
158902,200,3,-20,2018-07-15 07:57:51+01,2018-07-15 08:05:07.14+01,86
159193,200,2,-20,2018-07-15 09:27:51+01,2018-07-15 09:35:06.95+01,86
159534,200,1,-19,2018-07-15 10:57:52+01,2018-07-15 11:25:05.81+01,86
159791,200,64,-21,2018-07-15 12:27:53+01,2018-07-15 12:35:06.48+01,86
160086,200,2,-18,2018-07-15 13:57:54+01,2018-07-15 14:05:07.03+01,86
160379,200,72,-21,2018-07-15 15:27:54+01,2018-07-15 15:35:07.29+01,86
160677,200,28,-24,2018-07-15 16:57:55+01,2018-07-15 17:05:06.5+01,86
160971,200,22,-18,2018-07-15 18:27:55+01,2018-07-15 18:35:06.73+01,86
161266,200,58,-26,2018-07-15 19:57:56+01,2018-07-15 20:05:07.08+01,86
161558,200,66,-23,2018-07-15 21:27:55+01,2018-07-15 21:35:06.72+01,86
161854,200,73,-4,2018-07-15 22:57:56+01,2018-07-15 23:05:06.83+01,86
162175,200,6,-21,2018-07-16 00:27:56+01,2018-07-16 00:45:07.09+01,86
162444,200,61,-11,2018-07-16 01:57:57+01,2018-07-16 02:05:08.18+01,86
162731,200,43,-8,2018-07-16 03:27:57+01,2018-07-16 03:35:08.6+01,86
163046,200,33,-11,2018-07-16 04:57:57+01,2018-07-16 05:10:08.64+01,86
163330,200,3,7,2018-07-16 06:27:57+01,2018-07-16 06:35:07.26+01,86
163625,200,6,-17,2018-07-16 07:57:58+01,2018-07-16 08:05:07.14+01,86
163920,200,1,-23,2018-07-16 09:27:59+01,2018-07-16 09:35:07.31+01,86
164201,200,4,-25,2018-07-16 10:57:59+01,2018-07-16 11:05:06.52+01,86
164482,200,118,-24,2018-07-16 12:28:00+01,2018-07-16 12:35:06.93+01,86
164748,200,55,-7,2018-07-16 13:58:00+01,2018-07-16 14:05:06.47+01,86
165005,200,36,4,2018-07-16 15:28:00+01,2018-07-16 15:35:06.66+01,86
165279,200,18,12,2018-07-16 16:58:00+01,2018-07-16 17:05:10.67+01,86
165526,200,41,23,2018-07-16 18:28:01+01,2018-07-16 18:35:07.37+01,86
165770,200,82,4,2018-07-16 19:58:01+01,2018-07-16 20:05:07.03+01,86
166015,200,36,-6,2018-07-16 21:28:01+01,2018-07-16 21:35:06.91+01,86
166262,200,40,-1,2018-07-16 22:58:02+01,2018-07-16 23:05:06.85+01,86
166500,200,37,-23,2018-07-17 00:28:02+01,2018-07-17 00:35:06.68+01,86
166770,200,15,-19,2018-07-17 01:58:03+01,2018-07-17 02:15:05.78+01,86
166994,200,27,-21,2018-07-17 03:28:03+01,2018-07-17 03:35:07.17+01,86
167253,200,25,-25,2018-07-17 04:58:04+01,2018-07-17 05:10:07.41+01,86
167487,200,2,-18,2018-07-17 06:28:04+01,2018-07-17 06:35:06.68+01,86
167732,200,1,-40,2018-07-17 07:58:04+01,2018-07-17 08:05:07.1+01,86
167976,200,4,-43,2018-07-17 09:28:05+01,2018-07-17 09:35:06.36+01,86
168219,200,8,-42,2018-07-17 10:58:05+01,2018-07-17 11:05:06.49+01,86
168466,200,61,-34,2018-07-17 12:28:06+01,2018-07-17 12:35:07.15+01,86
168711,200,47,-13,2018-07-17 13:58:06+01,2018-07-17 14:05:06.56+01,86
168952,200,0,-16,2018-07-17 15:28:07+01,2018-07-17 15:35:06.48+01,86
169201,200,23,-27,2018-07-17 16:58:07+01,2018-07-17 17:05:06.55+01,86
169464,200,44,-25,2018-07-17 18:28:07+01,2018-07-17 18:45:06.75+01,86
169692,200,201,-52,2018-07-17 19:58:07+01,2018-07-17 20:05:06.64+01,86
169956,200,41,-33,2018-07-17 21:28:07+01,2018-07-17 21:45:06.35+01,86
170181,200,75,14,2018-07-17 22:58:09+01,2018-07-17 23:05:06.97+01,86
170425,200,84,35,2018-07-18 00:28:08+01,2018-07-18 00:35:06.55+01,86
170671,200,3,51,2018-07-18 01:58:09+01,2018-07-18 02:05:06.81+01,86
170901,200,81,47,2018-07-18 03:28:09+01,2018-07-18 03:35:08.04+01,86
171172,200,7,23,2018-07-18 04:58:09+01,2018-07-18 05:10:08.23+01,86
171405,200,31,-4,2018-07-18 06:28:10+01,2018-07-18 06:35:06.33+01,86
171651,200,0,-20,2018-07-18 07:58:10+01,2018-07-18 08:05:06.98+01,86
171894,200,1,-36,2018-07-18 09:28:11+01,2018-07-18 09:35:06.68+01,86
172137,200,4,-35,2018-07-18 10:58:11+01,2018-07-18 11:05:06.68+01,86
172383,200,66,-34,2018-07-18 12:28:12+01,2018-07-18 12:35:06.39+01,86
172629,200,3,-25,2018-07-18 13:58:12+01,2018-07-18 14:05:06.74+01,86
172871,200,23,-32,2018-07-18 15:28:14+01,2018-07-18 15:35:06.62+01,86
173138,200,26,-55,2018-07-18 16:58:14+01,2018-07-18 17:15:05.88+01,86
173358,200,36,-61,2018-07-18 18:28:15+01,2018-07-18 18:35:06.77+01,86
173604,200,149,-48,2018-07-18 19:58:15+01,2018-07-18 20:05:06.41+01,86
174065,200,96,-16,2018-07-18 21:28:16+01,2018-07-18 21:35:09.16+01,86
174807,200,17,19,2018-07-18 22:58:16+01,2018-07-18 23:05:07.59+01,86
175184,200,6,6,2018-07-19 00:28:17+01,2018-07-19 00:35:06.11+01,86
175458,200,19,2,2018-07-19 01:58:18+01,2018-07-19 02:05:06.64+01,86
175711,200,152,-20,2018-07-19 03:28:18+01,2018-07-19 03:35:06.69+01,86
176009,200,151,-13,2018-07-19 04:58:19+01,2018-07-19 05:10:07.74+01,86
176255,200,0,10,2018-07-19 06:28:19+01,2018-07-19 06:35:06.94+01,86
176516,200,1,14,2018-07-19 07:58:20+01,2018-07-19 08:05:06.25+01,86
176781,200,0,13,2018-07-19 09:28:20+01,2018-07-19 09:35:06.06+01,86
177033,200,6,-8,2018-07-19 10:58:20+01,2018-07-19 11:05:06.1+01,86
177303,200,81,-23,2018-07-19 12:28:21+01,2018-07-19 12:35:06.23+01,86
177572,200,12,-22,2018-07-19 13:58:21+01,2018-07-19 14:05:06.04+01,86
177830,200,50,-22,2018-07-19 15:28:21+01,2018-07-19 15:35:06.31+01,86
178084,200,48,-27,2018-07-19 16:58:22+01,2018-07-19 17:05:08.23+01,86
178372,200,10,-28,2018-07-19 18:28:23+01,2018-07-19 18:35:06.33+01,86
178651,200,136,-16,2018-07-19 19:58:22+01,2018-07-19 20:05:06.73+01,86
178913,200,20,-13,2018-07-19 21:28:23+01,2018-07-19 21:35:07.65+01,86
179182,200,4,-36,2018-07-19 22:58:23+01,2018-07-19 23:05:06.34+01,86
179446,200,10,-89,2018-07-20 00:28:24+01,2018-07-20 00:35:06.67+01,86
179712,200,14,-123,2018-07-20 01:58:24+01,2018-07-20 02:05:06.46+01,86
179992,200,24,-133,2018-07-20 03:28:25+01,2018-07-20 03:40:07.27+01,86
180257,200,30,-99,2018-07-20 04:58:25+01,2018-07-20 05:10:08.72+01,86
180529,200,23,-54,2018-07-20 06:28:25+01,2018-07-20 06:40:06.55+01,86
180790,200,6,-37,2018-07-20 07:58:25+01,2018-07-20 08:10:06.56+01,86
181058,200,3,-17,2018-07-20 09:28:25+01,2018-07-20 09:40:06.75+01,86
181317,200,0,-1,2018-07-20 10:58:27+01,2018-07-20 11:10:06.39+01,86
181587,200,101,-4,2018-07-20 12:28:28+01,2018-07-20 12:40:07.36+01,86
181856,200,18,-6,2018-07-20 13:58:29+01,2018-07-20 14:10:06.83+01,86
182119,200,13,-25,2018-07-20 15:28:31+01,2018-07-20 15:40:07.09+01,86
182384,200,0,-51,2018-07-20 16:58:32+01,2018-07-20 17:10:06.86+01,86
182646,200,5,-67,2018-07-20 18:28:34+01,2018-07-20 18:40:07.23+01,86
182916,200,131,-80,2018-07-20 19:58:34+01,2018-07-20 20:10:07.17+01,86
183187,200,85,-72,2018-07-20 21:28:35+01,2018-07-20 21:40:06.85+01,86
183459,200,42,-66,2018-07-20 22:58:37+01,2018-07-20 23:10:07.13+01,86
183723,200,17,-77,2018-07-21 00:28:39+01,2018-07-21 00:40:06.64+01,86
183993,200,14,-70,2018-07-21 01:58:41+01,2018-07-21 02:10:06.81+01,86
184257,200,56,-60,2018-07-21 03:28:44+01,2018-07-21 03:40:06.68+01,86
184520,200,34,-38,2018-07-21 04:58:46+01,2018-07-21 05:10:07.5+01,86
184796,200,2,-29,2018-07-21 06:28:48+01,2018-07-21 06:40:06.57+01,86
185065,200,0,-50,2018-07-21 07:58:48+01,2018-07-21 08:10:06.94+01,86
185333,200,19,-48,2018-07-21 09:28:49+01,2018-07-21 09:40:06.34+01,86
185590,200,17,-27,2018-07-21 10:58:49+01,2018-07-21 11:10:08.24+01,86
