id,cow_id,activity,model,observation_time,server_time,local_id
370087,328,2,-44,2018-08-29 05:25:53+01,2018-08-29 05:30:07+01,26
370375,328,6,-68,2018-08-29 06:55:53+01,2018-08-29 07:00:07.6+01,26
370667,328,7,-70,2018-08-29 08:25:55+01,2018-08-29 08:30:07.18+01,26
370963,328,6,-59,2018-08-29 09:55:55+01,2018-08-29 10:00:07.1+01,26
371250,328,13,-40,2018-08-29 11:25:55+01,2018-08-29 11:30:07.35+01,26
371538,328,10,-46,2018-08-29 12:55:56+01,2018-08-29 13:00:06.92+01,26
371834,328,7,-48,2018-08-29 14:25:57+01,2018-08-29 14:30:06.98+01,26
372117,328,55,-45,2018-08-29 15:55:58+01,2018-08-29 16:00:07.44+01,26
372415,328,8,-46,2018-08-29 17:25:59+01,2018-08-29 17:30:07.26+01,26
372698,328,15,-38,2018-08-29 18:55:59+01,2018-08-29 19:00:07.25+01,26
373047,328,63,-30,2018-08-29 20:26:01+01,2018-08-29 20:30:06.73+01,26
373499,328,16,-22,2018-08-29 21:56:01+01,2018-08-29 22:10:09.32+01,26
373846,328,19,-28,2018-08-29 23:26:02+01,2018-08-29 23:30:06.75+01,26
374300,328,3,-45,2018-08-30 00:56:03+01,2018-08-30 01:00:07.49+01,26
374757,328,65,-43,2018-08-30 02:26:04+01,2018-08-30 02:30:07.49+01,26
375230,328,30,-49,2018-08-30 03:56:07+01,2018-08-30 04:00:07.21+01,26
375690,328,2,-51,2018-08-30 05:26:08+01,2018-08-30 05:30:06.34+01,26
376117,328,5,-70,2018-08-30 06:56:09+01,2018-08-30 07:00:07.05+01,26
376544,328,16,-74,2018-08-30 08:26:10+01,2018-08-30 08:30:07.48+01,26
376938,328,12,-57,2018-08-30 09:56:10+01,2018-08-30 11:20:10.55+01,26
377101,328,35,-30,2018-08-30 11:26:11+01,2018-08-30 11:30:09.38+01,26
377640,328,7,-30,2018-08-30 12:56:10+01,2018-08-30 13:00:06.78+01,26
378040,328,2,-29,2018-08-30 14:26:11+01,2018-08-30 14:30:08.32+01,26
378412,328,31,-31,2018-08-30 15:56:13+01,2018-08-30 16:00:08.07+01,26
378782,328,15,-42,2018-08-30 17:26:16+01,2018-08-30 17:30:07.07+01,26
379142,328,23,-43,2018-08-30 18:56:16+01,2018-08-30 19:00:08.16+01,26
379546,328,15,-45,2018-08-30 20:26:17+01,2018-08-30 20:30:09.02+01,26
379961,328,20,-36,2018-08-30 21:56:17+01,2018-08-30 22:05:08.8+01,26
380356,328,19,-43,2018-08-30 23:26:19+01,2018-08-30 23:35:09.28+01,26
380738,328,60,-51,2018-08-31 00:56:20+01,2018-08-31 01:05:10.63+01,26
381149,328,16,-35,2018-08-31 02:26:21+01,2018-08-31 02:35:09.52+01,26
381593,328,60,-27,2018-08-31 03:56:21+01,2018-08-31 04:05:09.64+01,26
381963,328,10,-9,2018-08-31 05:26:23+01,2018-08-31 05:35:08.28+01,26
382332,328,1,-5,2018-08-31 06:56:24+01,2018-08-31 07:05:07.37+01,26
382668,328,0,-21,2018-08-31 08:26:25+01,2018-08-31 08:35:06.99+01,26
383029,328,1,-32,2018-08-31 09:56:26+01,2018-08-31 10:15:08.55+01,26
383319,328,19,-36,2018-08-31 11:26:27+01,2018-08-31 11:35:07.07+01,26
383645,328,20,-55,2018-08-31 12:56:28+01,2018-08-31 13:05:07.11+01,26
383979,328,1,-57,2018-08-31 14:26:29+01,2018-08-31 14:35:07.11+01,26
384285,328,76,-49,2018-08-31 15:56:29+01,2018-08-31 16:05:06.83+01,26
384604,328,2,-47,2018-08-31 17:26:30+01,2018-08-31 17:35:06.71+01,26
384957,328,64,-36,2018-08-31 18:56:30+01,2018-08-31 19:15:06.45+01,26
385258,328,16,-27,2018-08-31 20:26:32+01,2018-08-31 20:35:07.09+01,26
385635,328,3,-29,2018-08-31 21:56:33+01,2018-08-31 22:15:07.14+01,26
385909,328,26,-37,2018-08-31 23:26:34+01,2018-08-31 23:35:06.46+01,26
386234,328,46,-55,2018-09-01 00:56:35+01,2018-09-01 01:05:06.52+01,26
386564,328,17,-52,2018-09-01 02:26:37+01,2018-09-01 02:35:07.06+01,26
386919,328,36,-43,2018-09-01 03:56:37+01,2018-09-01 04:05:06.91+01,26
387233,328,0,-38,2018-09-01 05:26:38+01,2018-09-01 05:35:06.95+01,26
387554,328,1,-33,2018-09-01 06:56:38+01,2018-09-01 07:05:07.21+01,26
387882,328,4,-46,2018-09-01 08:26:39+01,2018-09-01 08:35:06.63+01,26
388210,328,0,-54,2018-09-01 09:56:40+01,2018-09-01 10:05:06.36+01,26
388546,328,12,-45,2018-09-01 11:26:41+01,2018-09-01 11:35:06.73+01,26
388849,328,42,-55,2018-09-01 12:56:42+01,2018-09-01 13:05:07.18+01,26
389649,328,2,-53,2018-09-01 14:26:42+01,2018-09-01 18:05:09.81+01,26
389777,328,15,-49,2018-09-01 15:56:45+01,2018-09-01 18:15:08.92+01,26
389854,328,23,-31,2018-09-01 17:26:46+01,2018-09-01 18:25:07.29+01,26
390048,328,4,-20,2018-09-01 18:56:49+01,2018-09-01 19:05:06.8+01,26
390461,328,71,-25,2018-09-01 20:26:50+01,2018-09-01 20:35:08.35+01,26
390792,328,3,-38,2018-09-01 21:56:51+01,2018-09-01 22:05:08.5+01,26
391132,328,21,-53,2018-09-01 23:26:51+01,2018-09-01 23:35:06.8+01,26
391477,328,5,-65,2018-09-02 00:56:52+01,2018-09-02 01:05:06.58+01,26
391811,328,12,-66,2018-09-02 02:26:52+01,2018-09-02 02:35:06.7+01,26
392146,328,93,-56,2018-09-02 03:56:55+01,2018-09-02 04:05:07.08+01,26
392463,328,8,-57,2018-09-02 05:26:56+01,2018-09-02 05:35:06.65+01,26
392779,328,14,-36,2018-09-02 06:56:57+01,2018-09-02 07:05:07.58+01,26
393095,328,1,-30,2018-09-02 08:26:57+01,2018-09-02 08:35:06.81+01,26
393413,328,1,-28,2018-09-02 09:56:58+01,2018-09-02 10:05:07.34+01,26
393748,328,19,-18,2018-09-02 11:26:58+01,2018-09-02 11:35:07+01,26
394069,328,15,-44,2018-09-02 12:57:00+01,2018-09-02 13:05:06.7+01,26
394393,328,8,-51,2018-09-02 14:27:00+01,2018-09-02 14:35:07.02+01,26
394683,328,3,-53,2018-09-02 15:57:02+01,2018-09-02 16:05:06.42+01,26
395015,328,27,-39,2018-09-02 17:27:03+01,2018-09-02 17:35:06.71+01,26
395330,328,19,-22,2018-09-02 18:57:03+01,2018-09-02 19:05:07.35+01,26
395666,328,60,-28,2018-09-02 20:27:03+01,2018-09-02 20:35:07.02+01,26
395979,328,1,-35,2018-09-02 21:57:04+01,2018-09-02 22:05:06.95+01,26
396286,328,14,-45,2018-09-02 23:27:05+01,2018-09-02 23:35:06.83+01,26
396617,328,40,-57,2018-09-03 00:57:07+01,2018-09-03 01:05:07.4+01,26
396935,328,6,-56,2018-09-03 02:27:08+01,2018-09-03 02:35:07.47+01,26
397261,328,51,-49,2018-09-03 03:57:09+01,2018-09-03 04:05:07.28+01,26
397564,328,13,-47,2018-09-03 05:27:10+01,2018-09-03 05:35:07.85+01,26
397867,328,10,-37,2018-09-03 06:57:10+01,2018-09-03 07:05:07.19+01,26
398183,328,1,-35,2018-09-03 08:27:12+01,2018-09-03 08:35:07.42+01,26
398498,328,3,-32,2018-09-03 09:57:12+01,2018-09-03 10:05:07.79+01,26
398806,328,34,-24,2018-09-03 11:27:12+01,2018-09-03 11:35:09.07+01,26
399133,328,4,-44,2018-09-03 12:57:13+01,2018-09-03 13:05:07.26+01,26
399447,328,29,-44,2018-09-03 14:27:14+01,2018-09-03 14:35:07.5+01,26
399750,328,2,-44,2018-09-03 15:57:15+01,2018-09-03 16:05:07.52+01,26
400083,328,30,-33,2018-09-03 17:27:16+01,2018-09-03 17:35:09.13+01,26
400427,328,17,-12,2018-09-03 18:57:19+01,2018-09-03 19:10:07.8+01,26
400753,328,37,-27,2018-09-03 20:27:19+01,2018-09-03 20:40:08.4+01,26
401080,328,10,-33,2018-09-03 21:57:20+01,2018-09-03 22:10:07.43+01,26
401381,328,34,-38,2018-09-03 23:27:22+01,2018-09-03 23:40:07+01,26
401694,328,13,-52,2018-09-04 00:57:23+01,2018-09-04 01:10:06.9+01,26
402015,328,13,-42,2018-09-04 02:27:24+01,2018-09-04 02:40:06.69+01,26
402344,328,20,-40,2018-09-04 03:57:27+01,2018-09-04 04:10:07.52+01,26
402653,328,29,-47,2018-09-04 05:27:28+01,2018-09-04 05:40:07.77+01,26
402961,328,6,-38,2018-09-04 06:57:29+01,2018-09-04 07:10:07.06+01,26
403260,328,8,-40,2018-09-04 08:27:30+01,2018-09-04 08:40:07.55+01,26
403569,328,1,-31,2018-09-04 09:57:31+01,2018-09-04 10:10:06.85+01,26
403885,328,16,-20,2018-09-04 11:27:31+01,2018-09-04 11:40:09.27+01,26
404214,328,23,-14,2018-09-04 12:57:33+01,2018-09-04 13:10:07.5+01,26
404527,328,60,-4,2018-09-04 14:27:35+01,2018-09-04 14:40:07.24+01,26
404829,328,3,-1,2018-09-04 15:57:36+01,2018-09-04 16:10:06.81+01,26
405145,328,9,6,2018-09-04 17:27:36+01,2018-09-04 17:40:07.07+01,26
405455,328,3,3,2018-09-04 18:57:37+01,2018-09-04 19:10:06.69+01,26
405785,328,79,-25,2018-09-04 20:27:38+01,2018-09-04 20:40:07.18+01,26
406094,328,10,-45,2018-09-04 21:57:40+01,2018-09-04 22:10:07.66+01,26
406404,328,12,-61,2018-09-04 23:27:41+01,2018-09-04 23:40:06.45+01,26
406713,328,18,-69,2018-09-05 00:57:42+01,2018-09-05 01:10:07.24+01,26
407016,328,1,-61,2018-09-05 02:27:44+01,2018-09-05 02:40:07.12+01,26
407344,328,28,-61,2018-09-05 03:57:45+01,2018-09-05 04:10:06.65+01,26
407646,328,12,-70,2018-09-05 05:27:46+01,2018-09-05 05:40:06.69+01,26
407949,328,112,-54,2018-09-05 06:57:46+01,2018-09-05 07:10:07.54+01,26
408262,328,5,-38,2018-09-05 08:27:47+01,2018-09-05 08:40:06.5+01,26
408571,328,9,-11,2018-09-05 09:57:48+01,2018-09-05 10:10:07.19+01,26
408883,328,14,21,2018-09-05 11:27:50+01,2018-09-05 11:40:07.04+01,26
409191,328,12,20,2018-09-05 12:57:52+01,2018-09-05 13:10:07.33+01,26
409507,328,30,19,2018-09-05 14:27:52+01,2018-09-05 14:40:06.85+01,26
409807,328,18,9,2018-09-05 15:57:54+01,2018-09-05 16:10:07.03+01,26
410107,328,8,0,2018-09-05 17:27:55+01,2018-09-05 17:40:07.5+01,26
410419,328,18,4,2018-09-05 18:57:56+01,2018-09-05 19:10:07.62+01,26
410752,328,28,-10,2018-09-05 20:27:57+01,2018-09-05 20:40:08.31+01,26
411052,328,15,-11,2018-09-05 21:57:59+01,2018-09-05 22:10:07.21+01,26
411368,328,48,-13,2018-09-05 23:27:59+01,2018-09-05 23:40:06.51+01,26
411695,328,36,-4,2018-09-06 00:58:00+01,2018-09-06 01:10:07.49+01,26
412063,328,45,16,2018-09-06 02:28:03+01,2018-09-06 02:40:06.76+01,26
412410,328,12,16,2018-09-06 03:58:03+01,2018-09-06 04:10:06.79+01,26
412711,328,2,-4,2018-09-06 05:28:04+01,2018-09-06 05:30:06.67+01,26
413032,328,8,-11,2018-09-06 06:58:06+01,2018-09-06 07:00:07.08+01,26
413363,328,13,-17,2018-09-06 08:28:07+01,2018-09-06 08:30:06.83+01,26
413686,328,4,-20,2018-09-06 09:58:08+01,2018-09-06 10:00:07.31+01,26
414032,328,32,-10,2018-09-06 11:28:09+01,2018-09-06 11:30:06.87+01,26
414377,328,2,-12,2018-09-06 12:58:10+01,2018-09-06 13:00:06.55+01,26
414710,328,24,-9,2018-09-06 14:28:11+01,2018-09-06 14:30:06.66+01,26
415033,328,11,-9,2018-09-06 15:58:12+01,2018-09-06 16:00:06.36+01,26
415352,328,23,-16,2018-09-06 17:28:12+01,2018-09-06 17:30:06.97+01,26
415667,328,9,-14,2018-09-06 18:58:13+01,2018-09-06 19:00:06.75+01,26
416001,328,41,-19,2018-09-06 20:28:14+01,2018-09-06 20:30:06.92+01,26
416361,328,4,-17,2018-09-06 21:58:18+01,2018-09-06 22:20:06.88+01,26
416594,328,4,-31,2018-09-06 23:28:19+01,2018-09-06 23:30:06.18+01,26
416900,328,71,-31,2018-09-07 00:58:21+01,2018-09-07 01:00:06.94+01,26
417207,328,8,-34,2018-09-07 02:28:22+01,2018-09-07 02:30:06.49+01,26
417524,328,36,-45,2018-09-07 03:58:23+01,2018-09-07 04:00:07.21+01,26
417826,328,4,-46,2018-09-07 05:28:26+01,2018-09-07 05:30:06.83+01,26
418117,328,101,-28,2018-09-07 06:58:27+01,2018-09-07 07:00:07.22+01,26
418408,328,6,4,2018-09-07 08:28:29+01,2018-09-07 08:30:06.77+01,26
418706,328,2,4,2018-09-07 09:58:30+01,2018-09-07 10:00:06.6+01,26
419016,328,21,-8,2018-09-07 11:28:32+01,2018-09-07 11:30:06.52+01,26
419344,328,0,-19,2018-09-07 12:58:33+01,2018-09-07 13:00:06.8+01,26
68983,200,1,0,2018-06-21 00:24:44+01,2018-06-21 00:25:06.21+01,86
69193,200,23,25,2018-06-21 01:54:45+01,2018-06-21 01:55:06.19+01,86
69401,200,0,75,2018-06-21 03:24:46+01,2018-06-21 03:25:06.58+01,86
69608,200,15,225,2018-06-21 04:54:46+01,2018-06-21 04:55:06.18+01,86
69814,200,0,325,2018-06-21 06:24:46+01,2018-06-21 06:25:06.68+01,86
70021,200,0,325,2018-06-21 07:54:47+01,2018-06-21 07:55:06.54+01,86
70243,200,0,325,2018-06-21 09:24:47+01,2018-06-21 09:35:06.34+01,86
70431,200,1,200,2018-06-21 10:54:48+01,2018-06-21 10:55:06.05+01,86
70638,200,78,250,2018-06-21 12:24:48+01,2018-06-21 12:25:07.13+01,86
70854,200,7,450,2018-06-21 13:54:49+01,2018-06-21 14:00:06.16+01,86
71062,200,0,600,2018-06-21 15:24:48+01,2018-06-21 15:30:06.48+01,86
71267,200,1,775,2018-06-21 16:54:49+01,2018-06-21 17:00:05.75+01,86
71471,200,22,750,2018-06-21 18:24:49+01,2018-06-21 18:30:05.77+01,86
71676,200,3,625,2018-06-21 19:54:50+01,2018-06-21 20:00:06.44+01,86
71901,200,1,550,2018-06-21 21:24:50+01,2018-06-21 21:40:05.64+01,86
72087,200,9,525,2018-06-21 22:54:51+01,2018-06-21 23:00:05.6+01,86
72292,200,1,500,2018-06-22 00:24:52+01,2018-06-22 00:30:05.72+01,86
72498,200,0,450,2018-06-22 01:54:52+01,2018-06-22 02:00:06.2+01,86
72703,200,45,500,2018-06-22 03:24:52+01,2018-06-22 03:30:06.15+01,86
72909,200,67,675,2018-06-22 04:54:53+01,2018-06-22 05:00:06.23+01,86
73119,200,0,900,2018-06-22 06:24:53+01,2018-06-22 06:30:05.84+01,86
73323,200,20,1400,2018-06-22 07:54:54+01,2018-06-22 08:00:05.98+01,86
73525,200,35,1750,2018-06-22 09:24:54+01,2018-06-22 09:30:06.23+01,86
73730,200,0,1600,2018-06-22 10:54:55+01,2018-06-22 11:00:05.83+01,86
73936,200,3,1525,2018-06-22 12:24:56+01,2018-06-22 12:30:06.08+01,86
74147,200,2,1100,2018-06-22 13:54:56+01,2018-06-22 14:00:05.87+01,86
74350,200,61,750,2018-06-22 15:24:56+01,2018-06-22 15:30:05.68+01,86
74553,200,24,900,2018-06-22 16:54:56+01,2018-06-22 17:00:06.02+01,86
74756,200,27,1200,2018-06-22 18:24:57+01,2018-06-22 18:30:05.78+01,86
74966,200,1,1575,2018-06-22 19:54:57+01,2018-06-22 20:00:06.18+01,86
75181,200,3,1625,2018-06-22 21:24:58+01,2018-06-22 21:30:06.2+01,86
75393,200,3,1400,2018-06-22 22:54:59+01,2018-06-22 23:00:05.75+01,86
75604,200,15,950,2018-06-23 00:24:59+01,2018-06-23 00:30:06.1+01,86
75813,200,110,875,2018-06-23 01:55:00+01,2018-06-23 02:00:06.34+01,86
76022,200,133,1575,2018-06-23 03:25:01+01,2018-06-23 03:30:06.98+01,86
76236,200,1,2300,2018-06-23 04:55:01+01,2018-06-23 05:00:06.49+01,86
76446,200,0,1833,2018-06-23 06:25:01+01,2018-06-23 06:30:05.88+01,86
76653,200,2,1275,2018-06-23 07:55:02+01,2018-06-23 08:00:05.79+01,86
76863,200,0,689,2018-06-23 09:25:02+01,2018-06-23 09:30:05.7+01,86
77075,200,6,312,2018-06-23 10:55:02+01,2018-06-23 11:00:05.71+01,86
77296,200,1,64,2018-06-23 12:25:04+01,2018-06-23 12:30:06.12+01,86
77510,200,41,-55,2018-06-23 13:55:04+01,2018-06-23 14:00:06.01+01,86
77720,200,98,60,2018-06-23 15:25:04+01,2018-06-23 15:30:06.1+01,86
77933,200,3,130,2018-06-23 16:55:04+01,2018-06-23 17:00:06.08+01,86
78142,200,4,257,2018-06-23 18:25:05+01,2018-06-23 18:30:06.03+01,86
78359,200,88,426,2018-06-23 19:55:05+01,2018-06-23 20:00:06.47+01,86
78576,200,7,362,2018-06-23 21:25:05+01,2018-06-23 21:30:05.96+01,86
78804,200,0,325,2018-06-23 22:55:06+01,2018-06-23 23:10:06.2+01,86
78999,200,12,267,2018-06-24 00:25:06+01,2018-06-24 00:30:06.53+01,86
79208,200,60,188,2018-06-24 01:55:07+01,2018-06-24 02:00:06.8+01,86
79419,200,72,218,2018-06-24 03:25:07+01,2018-06-24 03:30:06.99+01,86
79632,200,2,250,2018-06-24 04:55:08+01,2018-06-24 05:00:07.38+01,86
79849,200,3,236,2018-06-24 06:25:08+01,2018-06-24 06:30:05.92+01,86
80060,200,33,149,2018-06-24 07:55:08+01,2018-06-24 08:00:05.97+01,86
80270,200,2,-15,2018-06-24 09:25:09+01,2018-06-24 09:30:06.84+01,86
80481,200,1,-61,2018-06-24 10:55:09+01,2018-06-24 11:00:06.67+01,86
80692,200,7,-88,2018-06-24 12:25:10+01,2018-06-24 12:30:05.91+01,86
80906,200,29,-61,2018-06-24 13:55:09+01,2018-06-24 14:00:06.42+01,86
81115,200,2,-15,2018-06-24 15:25:10+01,2018-06-24 15:30:06.6+01,86
81325,200,3,-22,2018-06-24 16:55:10+01,2018-06-24 17:00:06.03+01,86
81534,200,11,-65,2018-06-24 18:25:11+01,2018-06-24 18:30:06.19+01,86
81743,200,27,-116,2018-06-24 19:55:11+01,2018-06-24 20:00:06.3+01,86
81968,200,31,-84,2018-06-24 21:25:12+01,2018-06-24 21:30:06.71+01,86
82181,200,11,-19,2018-06-24 22:55:12+01,2018-06-24 23:00:05.88+01,86
82390,200,3,54,2018-06-25 00:25:13+01,2018-06-25 00:30:06.74+01,86
82604,200,58,100,2018-06-25 01:55:13+01,2018-06-25 02:00:06.71+01,86
82815,200,53,25,2018-06-25 03:25:13+01,2018-06-25 03:30:07.03+01,86
83026,200,2,-75,2018-06-25 04:55:14+01,2018-06-25 05:00:07.57+01,86
83238,200,6,-114,2018-06-25 06:25:14+01,2018-06-25 06:30:06.32+01,86
83449,200,2,-112,2018-06-25 07:55:15+01,2018-06-25 08:00:06.78+01,86
83657,200,34,-43,2018-06-25 09:25:15+01,2018-06-25 09:30:06.23+01,86
83868,200,3,-47,2018-06-25 10:55:15+01,2018-06-25 11:00:06.75+01,86
84077,200,1,-70,2018-06-25 12:25:14+01,2018-06-25 12:30:06.58+01,86
84295,200,43,-22,2018-06-25 13:55:15+01,2018-06-25 14:00:06.78+01,86
84506,200,33,19,2018-06-25 15:25:15+01,2018-06-25 15:30:06.35+01,86
84720,200,4,-5,2018-06-25 16:55:16+01,2018-06-25 17:00:06.82+01,86
84930,200,11,-22,2018-06-25 18:25:16+01,2018-06-25 18:30:06.53+01,86
85140,200,62,-50,2018-06-25 19:55:16+01,2018-06-25 20:00:06.79+01,86
85350,200,3,-30,2018-06-25 21:25:17+01,2018-06-25 21:30:06.27+01,86
85561,200,19,-5,2018-06-25 22:55:17+01,2018-06-25 23:00:07.12+01,86
85776,200,175,60,2018-06-26 00:25:19+01,2018-06-26 00:30:06.73+01,86
85993,200,98,151,2018-06-26 01:55:20+01,2018-06-26 02:00:07.31+01,86
86204,200,6,188,2018-06-26 03:25:22+01,2018-06-26 03:30:06.66+01,86
86420,200,37,204,2018-06-26 04:55:23+01,2018-06-26 05:00:06.93+01,86
86632,200,14,133,2018-06-26 06:25:24+01,2018-06-26 06:30:06.84+01,86
86840,200,0,71,2018-06-26 07:55:25+01,2018-06-26 08:00:07.58+01,86
87055,200,1,65,2018-06-26 09:25:25+01,2018-06-26 09:30:07.31+01,86
87263,200,1,-28,2018-06-26 10:55:25+01,2018-06-26 11:00:07.57+01,86
87479,200,35,-70,2018-06-26 12:25:27+01,2018-06-26 12:30:06.8+01,86
87689,200,62,-32,2018-06-26 13:55:28+01,2018-06-26 14:00:07.27+01,86
87902,200,4,6,2018-06-26 15:25:29+01,2018-06-26 15:30:06.85+01,86
88115,200,3,4,2018-06-26 16:55:31+01,2018-06-26 17:00:06.93+01,86
88325,200,21,-14,2018-06-26 18:25:31+01,2018-06-26 18:30:07.49+01,86
88535,200,30,-56,2018-06-26 19:55:31+01,2018-06-26 20:00:07.75+01,86
88746,200,2,-47,2018-06-26 21:25:32+01,2018-06-26 21:30:07.63+01,86
88956,200,7,-41,2018-06-26 22:55:32+01,2018-06-26 23:00:08.05+01,86
89169,200,61,-19,2018-06-27 00:25:33+01,2018-06-27 00:30:06.98+01,86
89380,200,63,-8,2018-06-27 01:55:33+01,2018-06-27 02:00:07.54+01,86
89588,200,2,-2,2018-06-27 03:25:34+01,2018-06-27 03:30:07.66+01,86
89804,200,29,-17,2018-06-27 04:55:34+01,2018-06-27 05:00:07.36+01,86
90015,200,164,-11,2018-06-27 06:25:34+01,2018-06-27 06:30:07.51+01,86
90225,200,3,6,2018-06-27 07:55:35+01,2018-06-27 08:00:07.77+01,86
90435,200,2,80,2018-06-27 09:25:35+01,2018-06-27 09:30:08+01,86
90645,200,1,65,2018-06-27 10:55:36+01,2018-06-27 11:00:07.74+01,86
90858,200,57,11,2018-06-27 12:25:36+01,2018-06-27 12:30:07.57+01,86
91078,200,114,36,2018-06-27 13:55:37+01,2018-06-27 14:00:07.76+01,86
91286,200,35,65,2018-06-27 15:25:37+01,2018-06-27 15:30:06.77+01,86
91500,200,2,93,2018-06-27 16:55:37+01,2018-06-27 17:00:07.21+01,86
91712,200,10,87,2018-06-27 18:25:38+01,2018-06-27 18:30:07.18+01,86
91920,200,9,33,2018-06-27 19:55:38+01,2018-06-27 20:00:06.88+01,86
92133,200,90,13,2018-06-27 21:25:39+01,2018-06-27 21:30:06.64+01,86
92345,200,32,11,2018-06-27 22:55:39+01,2018-06-27 23:00:08.33+01,86
92573,200,12,-18,2018-06-28 00:25:39+01,2018-06-28 00:30:06.15+01,86
92796,200,94,5,2018-06-28 01:55:39+01,2018-06-28 02:00:06.86+01,86
93021,200,19,-30,2018-06-28 03:25:40+01,2018-06-28 03:30:06.85+01,86
93251,200,136,-58,2018-06-28 04:55:40+01,2018-06-28 05:00:07.93+01,86
93489,200,0,-32,2018-06-28 06:25:41+01,2018-06-28 06:35:06.19+01,86
93711,200,4,-18,2018-06-28 07:55:41+01,2018-06-28 08:05:05.92+01,86
93934,200,14,19,2018-06-28 09:25:42+01,2018-06-28 09:35:05.9+01,86
94155,200,9,11,2018-06-28 10:55:42+01,2018-06-28 11:05:06.02+01,86
94383,200,16,-21,2018-06-28 12:25:42+01,2018-06-28 12:35:05.63+01,86
94609,200,58,13,2018-06-28 13:55:43+01,2018-06-28 14:05:06.57+01,86
94832,200,2,19,2018-06-28 15:25:43+01,2018-06-28 15:35:05.63+01,86
95042,200,89,43,2018-06-28 16:55:44+01,2018-06-28 17:05:06.37+01,86
95280,200,49,53,2018-06-28 18:25:44+01,2018-06-28 18:35:05.92+01,86
95500,200,3,19,2018-06-28 19:55:44+01,2018-06-28 20:05:06.04+01,86
95726,200,22,56,2018-06-28 21:25:45+01,2018-06-28 21:35:06.18+01,86
95952,200,83,70,2018-06-28 22:55:45+01,2018-06-28 23:05:06.62+01,86
96176,200,7,10,2018-06-29 00:25:45+01,2018-06-29 00:35:05.82+01,86
96425,200,83,2,2018-06-29 01:55:45+01,2018-06-29 02:15:06.72+01,86
96631,200,22,-41,2018-06-29 03:25:46+01,2018-06-29 03:35:05.73+01,86
96866,200,20,-107,2018-06-29 04:55:46+01,2018-06-29 05:10:06.81+01,86
97079,200,16,-76,2018-06-29 06:25:47+01,2018-06-29 06:35:05.69+01,86
97306,200,27,-42,2018-06-29 07:55:47+01,2018-06-29 08:05:05.69+01,86
97530,200,7,-32,2018-06-29 09:25:48+01,2018-06-29 09:35:06.07+01,86
97750,200,2,-31,2018-06-29 10:55:48+01,2018-06-29 11:05:06.63+01,86
97978,200,1,-12,2018-06-29 12:25:49+01,2018-06-29 12:35:06.08+01,86
98204,200,24,-33,2018-06-29 13:55:49+01,2018-06-29 14:05:06.34+01,86
98424,200,56,-58,2018-06-29 15:25:49+01,2018-06-29 15:35:05.69+01,86
98646,200,12,-84,2018-06-29 16:55:50+01,2018-06-29 17:05:06.32+01,86
98868,200,89,-61,2018-06-29 18:25:50+01,2018-06-29 18:35:05.91+01,86
99093,200,10,-4,2018-06-29 19:55:51+01,2018-06-29 20:05:05.77+01,86
99323,200,51,47,2018-06-29 21:25:50+01,2018-06-29 21:35:06.52+01,86
99549,200,8,77,2018-06-29 22:55:50+01,2018-06-29 23:05:06.02+01,86
99774,200,28,34,2018-06-30 00:25:51+01,2018-06-30 00:35:06.34+01,86
100001,200,49,-9,2018-06-30 01:55:52+01,2018-06-30 02:05:05.84+01,86
100223,200,116,-42,2018-06-30 03:25:52+01,2018-06-30 03:35:05.8+01,86
100457,200,1,-96,2018-06-30 04:55:53+01,2018-06-30 05:10:07.68+01,86
100671,200,2,-84,2018-06-30 06:25:53+01,2018-06-30 06:35:06.45+01,86
100893,200,10,-53,2018-06-30 07:55:54+01,2018-06-30 08:05:06.58+01,86
101119,200,76,-55,2018-06-30 09:25:53+01,2018-06-30 09:35:06.56+01,86
101342,200,0,-62,2018-06-30 10:55:54+01,2018-06-30 11:05:08.23+01,86
101565,200,12,-24,2018-06-30 12:25:54+01,2018-06-30 12:35:05.85+01,86
101789,200,202,4,2018-06-30 13:55:55+01,2018-06-30 14:05:05.98+01,86
102009,200,24,8,2018-06-30 15:25:55+01,2018-06-30 15:35:06.35+01,86
102235,200,5,8,2018-06-30 16:55:56+01,2018-06-30 17:05:06.14+01,86
102457,200,69,32,2018-06-30 18:25:55+01,2018-06-30 18:35:06.27+01,86
102680,200,22,33,2018-06-30 19:55:56+01,2018-06-30 20:05:06.17+01,86
102911,200,9,12,2018-06-30 21:25:57+01,2018-06-30 21:35:06.61+01,86
103136,200,14,1,2018-06-30 22:55:57+01,2018-06-30 23:05:05.88+01,86
103356,200,4,-19,2018-07-01 00:25:58+01,2018-07-01 00:35:05.81+01,86
103582,200,19,-63,2018-07-01 01:55:57+01,2018-07-01 02:05:06.31+01,86
103805,200,35,-105,2018-07-01 03:25:58+01,2018-07-01 03:35:06.91+01,86
104036,200,18,-158,2018-07-01 04:55:57+01,2018-07-01 05:10:07.59+01,86
104251,200,14,-136,2018-07-01 06:25:59+01,2018-07-01 06:35:06.14+01,86
104475,200,2,-84,2018-07-01 07:55:59+01,2018-07-01 08:05:06.62+01,86
104694,200,6,-60,2018-07-01 09:26:00+01,2018-07-01 09:35:06.68+01,86
104916,200,1,-56,2018-07-01 10:55:59+01,2018-07-01 11:05:08.51+01,86
105142,200,149,-23,2018-07-01 12:26:00+01,2018-07-01 12:35:06.67+01,86
105373,200,25,-17,2018-07-01 13:56:00+01,2018-07-01 14:05:06.31+01,86
