id,cow_id,collar_id,total_eating,total_rumination,total_other,observation_time,server_time,hour_complete,alert_processed,local_id
233566,203,185,4,0,37,2018-07-14 14:59:59+01,2018-07-14 15:05:10.174563+01,t,t,2714
233836,203,185,0,18,23,2018-07-14 15:59:59+01,2018-07-14 16:05:08.920664+01,t,t,2714
234207,203,185,22,8,10,2018-07-14 16:59:59+01,2018-07-14 17:05:12.736465+01,t,t,2714
234501,203,185,9,7,25,2018-07-14 17:59:59+01,2018-07-14 18:05:14.223266+01,t,t,2714
234839,203,185,28,0,13,2018-07-14 18:59:59+01,2018-07-14 19:35:09.935268+01,t,t,2714
235079,203,185,25,3,13,2018-07-14 19:59:59+01,2018-07-14 20:05:12.936368+01,t,t,2714
235161,203,185,24,3,13,2018-07-14 20:59:59+01,2018-07-14 20:55:09.257569+01,t,t,2714
235464,203,185,2,7,32,2018-07-14 21:59:59+01,2018-07-14 21:55:09.17577+01,t,t,2714
235796,203,185,10,13,18,2018-07-14 22:59:59+01,2018-07-14 22:55:12.653271+01,t,t,2714
236046,203,185,17,1,22,2018-07-14 23:59:59+01,2018-07-14 23:55:09.627772+01,t,t,2714
236340,203,185,0,18,23,2018-07-15 00:59:59+01,2018-07-15 00:55:09.083773+01,t,t,2714
236654,203,185,0,10,31,2018-07-15 01:59:59+01,2018-07-15 01:55:10.931674+01,t,t,2714
236922,203,185,18,2,20,2018-07-15 02:59:59+01,2018-07-15 02:55:08.859575+01,t,t,2714
237246,203,185,34,7,0,2018-07-15 03:59:59+01,2018-07-15 03:55:10.887077+01,t,t,2714
237682,203,185,20,0,21,2018-07-15 04:59:59+01,2018-07-15 05:10:12.404278+01,t,t,2714
237973,203,185,0,22,18,2018-07-15 05:59:59+01,2018-07-15 06:05:10.850478+01,t,t,2714
238272,203,185,3,24,14,2018-07-15 06:59:59+01,2018-07-15 07:05:08.852978+01,t,t,2714
238625,203,185,12,21,8,2018-07-15 07:59:59+01,2018-07-15 08:05:13.047278+01,t,t,2714
238894,203,185,20,3,17,2018-07-15 08:59:59+01,2018-07-15 09:05:12.67488+01,t,t,2714
239209,203,185,0,1,40,2018-07-15 09:59:59+01,2018-07-15 10:05:13.245281+01,t,t,2714
239530,203,185,5,9,27,2018-07-15 10:59:59+01,2018-07-15 11:15:09.301082+01,t,t,2714
239594,203,185,24,0,16,2018-07-15 11:59:59+01,2018-07-15 11:55:09.886982+01,t,t,2714
239900,203,185,19,3,19,2018-07-15 12:59:59+01,2018-07-15 12:55:10.186583+01,t,t,2714
240194,203,185,18,15,7,2018-07-15 13:59:59+01,2018-07-15 13:55:10.016583+01,t,t,2714
240492,203,185,12,15,14,2018-07-15 14:59:59+01,2018-07-15 14:55:10.599084+01,t,t,2714
240794,203,185,0,8,33,2018-07-15 15:59:59+01,2018-07-15 15:55:10.168485+01,t,t,2714
241073,203,185,24,11,5,2018-07-15 16:59:59+01,2018-07-15 16:55:09.859685+01,t,t,2714
241464,203,185,1,35,5,2018-07-15 17:59:59+01,2018-07-15 18:00:13.379386+01,t,t,2714
241775,203,185,23,11,7,2018-07-15 18:59:59+01,2018-07-15 19:00:14.997187+01,t,t,2714
242183,203,185,15,3,23,2018-07-15 19:59:59+01,2018-07-15 20:10:09.751988+01,t,t,2714
242488,203,185,12,13,15,2018-07-15 20:59:59+01,2018-07-15 21:10:10.207389+01,t,t,2714
242779,203,185,0,14,27,2018-07-15 21:59:59+01,2018-07-15 22:10:08.89599+01,t,t,2714
243091,203,185,4,9,28,2018-07-15 22:59:59+01,2018-07-15 23:10:11.014391+01,t,t,2714
243386,203,185,0,19,21,2018-07-15 23:59:59+01,2018-07-16 00:10:12.411792+01,t,t,2714
243688,203,185,26,0,15,2018-07-16 00:59:59+01,2018-07-16 01:10:11.150094+01,t,t,2714
243854,203,185,30,5,6,2018-07-16 01:59:59+01,2018-07-16 02:00:17.481263+01,t,t,2714
244113,203,185,6,1,34,2018-07-16 02:59:59+01,2018-07-16 03:00:15.756996+01,t,t,2714
244462,203,185,21,7,12,2018-07-16 03:59:59+01,2018-07-16 04:00:16.905197+01,t,t,2714
244746,203,185,18,10,13,2018-07-16 04:59:59+01,2018-07-16 05:00:16.971198+01,t,t,2714
244950,203,185,0,26,14,2018-07-16 05:59:59+01,2018-07-16 06:00:10.636199+01,t,t,2714
245319,203,185,19,0,22,2018-07-16 06:59:59+01,2018-07-16 07:00:13.3454+01,t,t,2714
245632,203,185,15,19,7,2018-07-16 07:59:59+01,2018-07-16 08:00:15.654501+01,t,t,2714
245919,203,185,10,0,30,2018-07-16 08:59:59+01,2018-07-16 09:00:15.537802+01,t,t,2714
246219,203,185,1,33,7,2018-07-16 09:59:59+01,2018-07-16 10:00:15.058103+01,t,t,2714
246638,203,185,2,26,13,2018-07-16 10:59:59+01,2018-07-16 11:30:09.975704+01,t,t,2714
246867,203,185,19,0,21,2018-07-16 11:59:59+01,2018-07-16 12:10:10.725304+01,t,t,2714
247132,203,185,10,11,20,2018-07-16 12:59:59+01,2018-07-16 13:10:07.700105+01,t,t,2714
247426,203,185,0,22,19,2018-07-16 13:59:59+01,2018-07-16 14:10:11.198406+01,t,t,2714
247683,203,185,25,2,13,2018-07-16 14:59:59+01,2018-07-16 15:10:10.965106+01,t,t,2714
247966,203,185,11,0,30,2018-07-16 15:59:59+01,2018-07-16 16:10:10.412207+01,t,t,2714
248091,203,185,0,3,38,2018-07-16 16:59:59+01,2018-07-16 17:00:14.051908+01,t,t,2714
248359,203,185,0,7,33,2018-07-16 17:59:59+01,2018-07-16 18:00:13.886109+01,t,t,2714
248582,203,185,9,32,0,2018-07-16 18:59:59+01,2018-07-16 19:00:11.15361+01,t,t,2714
248835,203,185,16,8,17,2018-07-16 19:59:59+01,2018-07-16 20:00:13.481311+01,t,t,2714
249096,203,185,29,0,12,2018-07-16 20:59:59+01,2018-07-16 21:00:13.982112+01,t,t,2714
249336,203,185,2,21,17,2018-07-16 21:59:59+01,2018-07-16 22:00:12.561613+01,t,t,2714
249572,203,185,1,12,28,2018-07-16 22:59:59+01,2018-07-16 23:00:13.785013+01,t,t,2714
249792,203,185,24,1,16,2018-07-16 23:59:59+01,2018-07-17 00:00:12.224614+01,t,t,2714
250046,203,185,18,6,16,2018-07-17 00:59:59+01,2018-07-17 01:00:11.624315+01,t,t,2714
250405,203,185,25,0,16,2018-07-17 01:59:59+01,2018-07-17 02:10:09.555618+01,t,t,2714
250672,203,185,15,8,18,2018-07-17 02:59:59+01,2018-07-17 03:30:11.106918+01,t,t,2714
250916,203,185,32,2,7,2018-07-17 03:59:59+01,2018-07-17 04:10:08.808319+01,t,t,2714
251133,203,185,14,0,26,2018-07-17 04:59:59+01,2018-07-17 05:10:14.59232+01,t,t,2714
251235,203,185,5,23,13,2018-07-17 05:59:59+01,2018-07-17 06:00:08.571421+01,t,t,2714
251497,203,185,13,19,8,2018-07-17 06:59:59+01,2018-07-17 07:00:09.057421+01,t,t,2714
251745,203,185,4,2,35,2018-07-17 07:59:59+01,2018-07-17 08:00:11.110122+01,t,t,2714
251977,203,185,0,0,41,2018-07-17 08:59:59+01,2018-07-17 09:00:09.435423+01,t,t,2714
252288,203,185,0,29,11,2018-07-17 09:59:59+01,2018-07-17 10:00:13.085423+01,t,t,2714
252489,203,185,4,15,22,2018-07-17 10:59:59+01,2018-07-17 11:00:11.980824+01,t,t,2714
252715,203,185,23,8,10,2018-07-17 11:59:59+01,2018-07-17 12:00:09.156324+01,t,t,2714
253012,203,185,40,0,0,2018-07-17 12:59:59+01,2018-07-17 13:00:10.896625+01,t,t,2714
253216,203,185,1,16,24,2018-07-17 13:59:59+01,2018-07-17 14:00:10.496526+01,t,t,2714
253457,203,185,2,27,11,2018-07-17 14:59:59+01,2018-07-17 15:00:10.500526+01,t,t,2714
253632,203,185,0,16,25,2018-07-17 15:59:59+01,2018-07-17 15:50:09.710928+01,t,t,2714
254070,203,185,4,16,21,2018-07-17 16:59:59+01,2018-07-17 17:10:08.572628+01,t,t,2714
254321,203,185,34,0,7,2018-07-17 17:59:59+01,2018-07-17 18:10:10.797429+01,t,t,2714
254595,203,185,23,7,10,2018-07-17 18:59:59+01,2018-07-17 19:30:09.10073+01,t,t,2714
254843,203,185,26,2,13,2018-07-17 19:59:59+01,2018-07-17 20:10:10.777536+01,t,t,2714
254944,203,185,17,0,23,2018-07-17 20:59:59+01,2018-07-17 21:00:10.987498+01,t,t,2714
255181,203,185,0,27,14,2018-07-17 21:59:59+01,2018-07-17 22:00:09.025232+01,t,t,2714
255424,203,185,0,21,20,2018-07-17 22:59:59+01,2018-07-17 23:00:10.529432+01,t,t,2714
255689,203,185,14,12,15,2018-07-17 23:59:59+01,2018-07-18 00:00:11.058933+01,t,t,2714
255928,203,185,24,6,10,2018-07-18 00:59:59+01,2018-07-18 01:00:10.189334+01,t,t,2714
256189,203,185,11,19,11,2018-07-18 01:59:59+01,2018-07-18 02:00:12.505234+01,t,t,2714
256400,203,185,17,12,12,2018-07-18 02:59:59+01,2018-07-18 03:00:10.356235+01,t,t,2714
256652,203,185,22,8,10,2018-07-18 03:59:59+01,2018-07-18 04:00:10.559137+01,t,t,2714
256905,203,185,20,9,12,2018-07-18 04:59:59+01,2018-07-18 05:00:11.905237+01,t,t,2714
257123,203,185,13,6,21,2018-07-18 05:59:59+01,2018-07-18 06:00:07.752238+01,t,t,2714
257300,203,185,0,17,24,2018-07-18 06:59:59+01,2018-07-18 06:50:07.178238+01,t,t,2714
257766,203,185,12,12,17,2018-07-18 07:59:59+01,2018-07-18 08:10:08.57794+01,t,t,2714
258010,203,185,0,33,7,2018-07-18 08:59:59+01,2018-07-18 09:10:10.032441+01,t,t,2714
258248,203,185,0,39,2,2018-07-18 09:59:59+01,2018-07-18 10:10:08.390642+01,t,t,2714
258521,203,185,0,0,41,2018-07-18 10:59:59+01,2018-07-18 11:30:08.437546+01,t,t,2714
258632,203,185,23,4,13,2018-07-18 11:59:59+01,2018-07-18 12:00:12.949343+01,t,t,2714
258868,203,185,31,0,10,2018-07-18 12:59:59+01,2018-07-18 13:00:11.460944+01,t,t,2714
259111,203,185,8,12,21,2018-07-18 13:59:59+01,2018-07-18 14:00:11.762545+01,t,t,2714
259366,203,185,17,10,13,2018-07-18 14:59:59+01,2018-07-18 15:00:12.756446+01,t,t,2714
259569,203,185,9,31,1,2018-07-18 15:59:59+01,2018-07-18 16:00:09.285447+01,t,t,2714
259864,203,185,23,0,17,2018-07-18 16:59:59+01,2018-07-18 17:00:13.210149+01,t,t,2714
260122,203,185,0,25,16,2018-07-18 17:59:59+01,2018-07-18 18:00:13.61555+01,t,t,2714
260355,203,185,0,23,18,2018-07-18 18:59:59+01,2018-07-18 19:00:11.978951+01,t,t,2714
260559,203,185,15,8,17,2018-07-18 19:59:59+01,2018-07-18 20:00:09.558452+01,t,t,2714
260852,203,185,19,16,6,2018-07-18 20:59:59+01,2018-07-18 21:00:14.00209+01,t,t,2714
260974,203,185,1,34,6,2018-07-18 21:59:59+01,2018-07-18 21:50:08.880954+01,t,t,2714
261222,203,185,0,0,40,2018-07-18 22:59:59+01,2018-07-18 22:50:10.849954+01,t,t,2714
261864,203,185,5,6,30,2018-07-18 23:59:59+01,2018-07-19 00:10:10.210954+01,t,t,2714
262183,203,185,34,0,7,2018-07-19 00:59:59+01,2018-07-19 01:10:08.043355+01,t,t,2714
262301,203,185,36,2,3,2018-07-19 01:59:59+01,2018-07-19 02:00:11.501355+01,t,t,2714
262583,203,185,13,2,25,2018-07-19 02:59:59+01,2018-07-19 03:00:13.432355+01,t,t,2714
262872,203,185,33,7,1,2018-07-19 03:59:59+01,2018-07-19 04:00:12.763355+01,t,t,2714
263092,203,185,11,9,20,2018-07-19 04:59:59+01,2018-07-19 05:00:11.095657+01,t,t,2714
263368,203,185,0,23,18,2018-07-19 05:59:59+01,2018-07-19 06:00:10.629657+01,t,t,2714
263654,203,185,1,18,22,2018-07-19 06:59:59+01,2018-07-19 07:00:12.35916+01,t,t,2714
263942,203,185,30,4,6,2018-07-19 07:59:59+01,2018-07-19 08:00:13.526003+01,t,t,2714
264201,203,185,0,31,10,2018-07-19 08:59:59+01,2018-07-19 09:00:13.602161+01,t,t,2714
264448,203,185,3,22,16,2018-07-19 09:59:59+01,2018-07-19 10:00:11.041962+01,t,t,2714
264722,203,185,0,14,26,2018-07-19 10:59:59+01,2018-07-19 11:00:13.080163+01,t,t,2714
264852,203,185,22,3,16,2018-07-19 11:59:59+01,2018-07-19 11:50:08.956965+01,t,t,2714
265116,203,185,25,0,15,2018-07-19 12:59:59+01,2018-07-19 12:50:07.843766+01,t,t,2714
265388,203,185,0,14,27,2018-07-19 13:59:59+01,2018-07-19 13:50:08.967867+01,t,t,2714
265867,203,185,0,1,40,2018-07-19 14:59:59+01,2018-07-19 15:10:10.045067+01,t,t,2714
266130,203,185,1,11,29,2018-07-19 15:59:59+01,2018-07-19 16:10:08.568869+01,t,t,2714
266232,203,185,33,2,5,2018-07-19 16:59:59+01,2018-07-19 17:00:08.99277+01,t,t,2714
266516,203,185,14,26,1,2018-07-19 17:59:59+01,2018-07-19 18:00:10.23057+01,t,t,2714
266805,203,185,27,0,13,2018-07-19 18:59:59+01,2018-07-19 19:00:11.121071+01,t,t,2714
267480,203,185,21,7,13,2018-07-19 19:59:59+01,2018-07-19 20:00:13.056072+01,t,t,2714
267732,203,185,22,0,19,2018-07-19 20:59:59+01,2018-07-19 21:00:12.882872+01,t,t,2714
268006,203,185,0,21,20,2018-07-19 21:59:59+01,2018-07-19 22:00:12.073073+01,t,t,2714
268264,203,185,11,7,22,2018-07-19 22:59:59+01,2018-07-19 23:00:13.996173+01,t,t,2714
268502,203,185,0,0,41,2018-07-19 23:59:59+01,2018-07-20 00:00:11.660274+01,t,t,2714
268737,203,185,8,14,19,2018-07-20 00:59:59+01,2018-07-20 01:00:08.260375+01,t,t,2714
268999,203,185,31,0,9,2018-07-20 01:59:59+01,2018-07-20 02:00:09.111777+01,t,t,2714
269209,203,185,4,8,29,2018-07-20 02:59:59+01,2018-07-20 02:50:09.399077+01,t,t,2714
269470,203,185,31,6,4,2018-07-20 03:59:59+01,2018-07-20 03:50:09.006178+01,t,t,2714
269735,203,185,40,0,0,2018-07-20 04:59:59+01,2018-07-20 04:50:10.024778+01,t,t,2714
270238,203,185,6,26,9,2018-07-20 05:59:59+01,2018-07-20 06:10:10.07998+01,t,t,2714
270346,203,185,3,38,0,2018-07-20 06:59:59+01,2018-07-20 07:00:06.816982+01,t,t,2714
270607,203,185,3,0,37,2018-07-20 07:59:59+01,2018-07-20 08:00:07.283482+01,t,t,2714
270869,203,185,2,24,15,2018-07-20 08:59:59+01,2018-07-20 09:00:08.765383+01,t,t,2714
271134,203,185,9,2,30,2018-07-20 09:59:59+01,2018-07-20 10:00:08.829184+01,t,t,2714
271402,203,185,2,24,14,2018-07-20 10:59:59+01,2018-07-20 11:00:10.051386+01,t,t,2714
271679,203,185,24,4,13,2018-07-20 11:59:59+01,2018-07-20 12:00:10.750287+01,t,t,2714
271947,203,185,25,0,16,2018-07-20 12:59:59+01,2018-07-20 13:00:09.670787+01,t,t,2714
272209,203,185,5,19,16,2018-07-20 13:59:59+01,2018-07-20 14:00:10.555488+01,t,t,2714
272477,203,185,21,20,0,2018-07-20 14:59:59+01,2018-07-20 15:00:10.721388+01,t,t,2714
272829,203,185,2,11,28,2018-07-20 15:59:59+01,2018-07-20 16:05:09.611388+01,t,t,2714
272954,203,185,0,12,28,2018-07-20 16:59:59+01,2018-07-20 16:55:12.078488+01,t,t,2714
273216,203,185,0,4,37,2018-07-20 17:59:59+01,2018-07-20 17:55:10.55219+01,t,t,2714
273472,203,185,12,23,6,2018-07-20 18:59:59+01,2018-07-20 18:55:09.33459+01,t,t,2714
273788,203,185,28,2,10,2018-07-20 19:59:59+01,2018-07-20 19:55:13.46059+01,t,t,2714
274245,203,185,30,0,11,2018-07-20 20:59:59+01,2018-07-20 21:15:08.162493+01,t,t,2714
274410,203,185,20,3,18,2018-07-20 21:59:59+01,2018-07-20 22:05:08.950293+01,t,t,2714
274749,203,185,8,17,16,2018-07-20 22:59:59+01,2018-07-20 23:05:13.139594+01,t,t,2714
274986,203,185,0,6,34,2018-07-20 23:59:59+01,2018-07-21 00:05:12.085795+01,t,t,2714
275273,203,185,21,9,11,2018-07-21 00:59:59+01,2018-07-21 01:05:12.185596+01,t,t,2714
275497,203,185,15,7,19,2018-07-21 01:59:59+01,2018-07-21 02:05:10.455197+01,t,t,2714
275858,203,185,12,26,2,2018-07-21 02:59:59+01,2018-07-21 03:35:09.386498+01,t,t,2714
276042,203,185,29,3,9,2018-07-21 03:59:59+01,2018-07-21 04:05:09.787498+01,t,t,2714
276367,203,185,26,2,13,2018-07-21 04:59:59+01,2018-07-21 05:10:15.820917+01,t,t,2714
276616,203,185,2,20,18,2018-07-21 05:59:59+01,2018-07-21 06:05:13.6377+01,t,t,2714
276691,203,185,0,20,21,2018-07-21 06:59:59+01,2018-07-21 06:55:09.678401+01,t,t,2714
276954,203,185,27,3,11,2018-07-21 07:59:59+01,2018-07-21 07:55:09.901502+01,t,t,2714
277227,203,185,1,3,36,2018-07-21 08:59:59+01,2018-07-21 08:55:09.448603+01,t,t,2714
277503,203,185,0,21,20,2018-07-21 09:59:59+01,2018-07-21 09:55:10.089503+01,t,t,2714
277752,203,185,0,26,14,2018-07-21 10:59:59+01,2018-07-21 10:55:10.253105+01,t,t,2714
278150,203,185,28,4,9,2018-07-21 11:59:59+01,2018-07-21 12:05:09.054105+01,t,t,2714
278416,203,185,17,11,13,2018-07-21 12:59:59+01,2018-07-21 13:05:08.645906+01,t,t,2714
278767,203,185,19,9,13,2018-07-21 13:59:59+01,2018-07-21 14:05:13.044007+01,t,t,2714
279008,203,185,11,6,23,2018-07-21 14:59:59+01,2018-07-21 15:05:11.541835+01,t,t,2714
279282,203,185,0,19,22,2018-07-21 15:59:59+01,2018-07-21 16:05:11.899508+01,t,t,2714
279547,203,185,0,0,40,2018-07-21 16:59:59+01,2018-07-21 17:05:13.178909+01,t,t,2714
279788,203,185,25,11,5,2018-07-21 17:59:59+01,2018-07-21 18:05:12.37671+01,t,t,2714
280066,203,185,29,3,9,2018-07-21 18:59:59+01,2018-07-21 19:05:13.34551+01,t,t,2714
280308,203,185,27,3,10,2018-07-21 19:59:59+01,2018-07-21 20:05:10.920212+01,t,t,2714
280429,203,185,21,2,18,2018-07-21 20:59:59+01,2018-07-21 20:55:11.050712+01,t,t,2714
280716,203,185,3,28,10,2018-07-21 21:59:59+01,2018-07-21 21:55:11.614114+01,t,t,2714
280984,203,185,10,14,16,2018-07-21 22:59:59+01,2018-07-21 22:55:12.423114+01,t,t,2714
281239,203,185,31,0,10,2018-07-21 23:59:59+01,2018-07-21 23:55:09.962815+01,t,t,2714
281511,203,185,3,32,6,2018-07-22 00:59:59+01,2018-07-22 00:55:10.863918+01,t,t,2714
281773,203,185,27,8,5,2018-07-22 01:59:59+01,2018-07-22 01:55:11.429218+01,t,t,2714
282164,203,185,10,0,31,2018-07-22 02:59:59+01,2018-07-22 03:05:09.86202+01,t,t,2714
282428,203,185,23,12,6,2018-07-22 03:59:59+01,2018-07-22 04:05:08.74602+01,t,t,2714
282755,203,185,0,14,26,2018-07-22 04:59:59+01,2018-07-22 05:10:14.04762+01,t,t,2714
283042,203,185,16,7,18,2018-07-22 05:59:59+01,2018-07-22 06:05:13.900421+01,t,t,2714
283273,203,185,28,6,7,2018-07-22 06:59:59+01,2018-07-22 07:05:10.857366+01,t,t,2714
283576,203,185,9,23,8,2018-07-22 07:59:59+01,2018-07-22 08:05:12.881523+01,t,t,2714
283818,203,185,0,30,11,2018-07-22 08:59:59+01,2018-07-22 09:05:11.311023+01,t,t,2714
284078,203,185,1,4,36,2018-07-22 09:59:59+01,2018-07-22 10:05:10.981524+01,t,t,2714
284390,203,185,1,18,21,2018-07-22 10:59:59+01,2018-07-22 11:15:09.380425+01,t,t,2714
284428,203,185,28,1,12,2018-07-22 11:59:59+01,2018-07-22 11:55:08.250225+01,t,t,2714
284734,203,185,20,12,9,2018-07-22 12:59:59+01,2018-07-22 12:55:10.980326+01,t,t,2714
284998,203,185,24,12,4,2018-07-22 13:59:59+01,2018-07-22 13:55:10.785026+01,t,t,2714
285424,203,185,1,12,28,2018-07-22 14:59:59+01,2018-07-22 15:05:13.627927+01,t,t,2714
285546,203,185,0,21,19,2018-07-22 15:59:59+01,2018-07-22 15:55:11.913627+01,t,t,2714
285814,203,185,1,32,8,2018-07-22 16:59:59+01,2018-07-22 16:55:13.160728+01,t,t,2714
286174,203,185,3,23,15,2018-07-22 17:59:59+01,2018-07-22 18:05:10.814629+01,t,t,2714
286535,203,185,20,8,13,2018-07-22 18:59:59+01,2018-07-22 19:25:07.31353+01,t,t,2714
286735,203,185,27,1,12,2018-07-22 19:59:59+01,2018-07-22 20:05:11.764031+01,t,t,2714
286980,203,185,25,3,13,2018-07-22 20:59:59+01,2018-07-22 21:05:10.894932+01,t,t,2714
287253,203,185,39,0,2,2018-07-22 21:59:59+01,2018-07-22 22:05:10.386233+01,t,t,2714
287553,203,185,0,0,40,2018-07-22 22:59:59+01,2018-07-22 23:05:14.525733+01,t,t,2714
287804,203,185,2,33,6,2018-07-22 23:59:59+01,2018-07-23 00:05:13.419033+01,t,t,2714
288104,203,185,18,20,3,2018-07-23 00:59:59+01,2018-07-23 01:05:13.844635+01,t,t,2714
288353,203,185,29,2,9,2018-07-23 01:59:59+01,2018-07-23 02:05:13.073137+01,t,t,2714
288440,203,185,22,10,9,2018-07-23 02:59:59+01,2018-07-23 02:55:08.201137+01,t,t,2714
288741,203,185,20,6,15,2018-07-23 03:59:59+01,2018-07-23 03:55:11.430137+01,t,t,2714
288974,203,185,27,2,11,2018-07-23 04:59:59+01,2018-07-23 04:55:09.793238+01,t,t,2714
289260,203,185,1,31,9,2018-07-23 05:59:59+01,2018-07-23 05:55:08.78454+01,t,t,2714
289528,203,185,2,15,23,2018-07-23 06:59:59+01,2018-07-23 06:55:09.36134+01,t,t,2714
289786,203,185,26,11,4,2018-07-23 07:59:59+01,2018-07-23 07:55:09.772641+01,t,t,2714
290195,203,185,11,20,10,2018-07-23 08:59:59+01,2018-07-23 09:05:09.929342+01,t,t,2714
290458,203,185,0,38,3,2018-07-23 09:59:59+01,2018-07-23 10:05:08.185643+01,t,t,2714
290733,203,185,0,17,23,2018-07-23 10:59:59+01,2018-07-23 11:05:11.126144+01,t,t,2714
291022,203,185,24,6,11,2018-07-23 11:59:59+01,2018-07-23 12:05:12.040445+01,t,t,2714
291290,203,185,21,2,17,2018-07-23 12:59:59+01,2018-07-23 13:05:10.032445+01,t,t,2714
291558,203,185,2,8,31,2018-07-23 13:59:59+01,2018-07-23 14:05:11.961347+01,t,t,2714
291820,203,185,0,18,23,2018-07-23 14:59:59+01,2018-07-23 15:05:11.006347+01,t,t,2714
292112,203,185,12,12,16,2018-07-23 15:59:59+01,2018-07-23 16:05:12.505548+01,t,t,2714
292210,203,185,32,1,8,2018-07-23 16:59:59+01,2018-07-23 16:55:10.307548+01,t,t,2714
292527,203,185,19,11,11,2018-07-23 17:59:59+01,2018-07-23 17:55:13.71075+01,t,t,2714
292741,203,185,5,3,32,2018-07-23 18:59:59+01,2018-07-23 18:55:09.918451+01,t,t,2714
293011,203,185,23,0,18,2018-07-23 19:59:59+01,2018-07-23 19:55:11.373251+01,t,t,2714
293261,203,185,31,0,10,2018-07-23 20:59:59+01,2018-07-23 20:55:10.298852+01,t,t,2714
293665,203,185,9,3,28,2018-07-23 21:59:59+01,2018-07-23 22:05:09.834953+01,t,t,2714
293804,203,185,1,29,11,2018-07-23 22:59:59+01,2018-07-23 22:55:12.495653+01,t,t,2714
294180,203,185,34,0,7,2018-07-23 23:59:59+01,2018-07-24 00:05:10.919755+01,t,t,2714
294449,203,185,8,19,14,2018-07-24 00:59:59+01,2018-07-24 01:05:08.217956+01,t,t,2714
294732,203,185,22,4,14,2018-07-24 01:59:59+01,2018-07-24 02:05:11.381756+01,t,t,2714
295029,203,185,18,5,18,2018-07-24 02:59:59+01,2018-07-24 03:15:10.509857+01,t,t,2714
295269,203,185,23,4,14,2018-07-24 03:59:59+01,2018-07-24 04:05:11.740258+01,t,t,2714
295581,203,185,23,4,13,2018-07-24 04:59:59+01,2018-07-24 05:10:17.518158+01,t,t,2714
295758,203,185,0,34,7,2018-07-24 05:59:59+01,2018-07-24 06:05:11.46426+01,t,t,2714
296028,203,185,0,21,20,2018-07-24 06:59:59+01,2018-07-24 07:05:11.45316+01,t,t,2714
296165,203,185,21,3,16,2018-07-24 07:59:59+01,2018-07-24 07:55:12.557661+01,t,t,2714
296414,203,185,17,22,2,2018-07-24 08:59:59+01,2018-07-24 08:55:10.578862+01,t,t,2714
296639,203,185,0,30,11,2018-07-24 09:59:59+01,2018-07-24 09:55:07.157163+01,t,t,2714
296898,203,185,2,20,18,2018-07-24 10:59:59+01,2018-07-24 10:55:09.602595+01,t,t,2714
297215,203,185,33,2,6,2018-07-24 11:59:59+01,2018-07-24 11:55:12.140464+01,t,t,2714
297476,203,185,6,0,34,2018-07-24 12:59:59+01,2018-07-24 12:55:12.898265+01,t,t,2714
297731,203,185,0,0,41,2018-07-24 13:59:59+01,2018-07-24 13:55:13.145466+01,t,t,2714
298090,203,185,0,0,41,2018-07-24 14:59:59+01,2018-07-24 15:05:09.776867+01,t,t,2714
298353,203,185,0,0,41,2018-07-24 15:59:59+01,2018-07-24 16:05:09.504268+01,t,t,2714
298652,203,185,0,15,25,2018-07-24 16:59:59+01,2018-07-24 17:05:13.672068+01,t,t,2714
298897,203,185,29,2,10,2018-07-24 17:59:59+01,2018-07-24 18:05:13.39217+01,t,t,2714
299192,203,185,7,21,13,2018-07-24 18:59:59+01,2018-07-24 19:15:09.065671+01,t,t,2714
299436,203,185,19,9,12,2018-07-24 19:59:59+01,2018-07-24 20:05:14.991872+01,t,t,2714
299682,203,185,41,0,0,2018-07-24 20:59:59+01,2018-07-24 21:05:15.327072+01,t,t,2714
299755,203,185,5,10,26,2018-07-24 21:59:59+01,2018-07-24 21:55:11.003273+01,t,t,2714
299985,203,185,3,8,29,2018-07-24 22:59:59+01,2018-07-24 22:55:10.341773+01,t,t,2714
300235,203,185,0,17,24,2018-07-24 23:59:59+01,2018-07-24 23:55:09.896674+01,t,t,2714
300474,203,185,14,0,27,2018-07-25 00:59:59+01,2018-07-25 00:55:09.656375+01,t,t,2714
300717,203,185,29,0,11,2018-07-25 01:59:59+01,2018-07-25 01:55:10.014276+01,t,t,2714
300977,203,185,4,21,16,2018-07-25 02:59:59+01,2018-07-25 02:55:10.873977+01,t,t,2714
301201,203,185,27,1,13,2018-07-25 03:59:59+01,2018-07-25 03:55:08.770578+01,t,t,2714
301443,203,185,12,13,15,2018-07-25 04:59:59+01,2018-07-25 04:55:09.271779+01,t,t,2714
301808,203,185,5,23,13,2018-07-25 05:59:59+01,2018-07-25 06:05:09.79298+01,t,t,2714
302056,203,185,29,8,4,2018-07-25 06:59:59+01,2018-07-25 07:05:08.73538+01,t,t,2714
302358,203,185,7,6,27,2018-07-25 07:59:59+01,2018-07-25 08:05:13.433281+01,t,t,2714
302590,203,185,2,14,25,2018-07-25 08:59:59+01,2018-07-25 09:05:12.978482+01,t,t,2714
302833,203,185,14,6,21,2018-07-25 09:59:59+01,2018-07-25 10:05:12.494782+01,t,t,2714
303120,203,185,0,0,40,2018-07-25 10:59:59+01,2018-07-25 11:25:07.399883+01,t,t,2714
303269,203,185,26,0,15,2018-07-25 11:59:59+01,2018-07-25 12:05:09.617383+01,t,t,2714
303400,203,185,9,11,21,2018-07-25 12:59:59+01,2018-07-25 12:55:10.385284+01,t,t,2714
