datesql,Animal_ID,Group_ID,Lactation_Num,DIM,AnimalStatus,Gynecology_Status,Yield(gr),ProdRate(gr/hr),Fat(%),Avg_Fat(%),Protein(%),Avg_Protein(%),Lactose,Avg_Lactose(%),Conductivity,Avg_Conductivity,Blood(%),Avg_Blood(%),Milking_Time(seconds),Avg_Milking_Time(seconds),SCC(*1000/ml),Avg_SCC(*1000/ml),Activity(steps/hr),ActivityDeviation(%),RestBout(#),RestPerBout(min),RestRatio(%),RestRestlessness,RestTime(min),Weight(gr)
4/8/18,86,4,2,33,Milk,Fresh (Calving),48220,2009,3.15,3.18,3.18,3.05,4.51,4.47,10.2,9.7,0.03,0.04,283,292,527230009,234928,172,-4,-1,-1,-1,-1,-1,0
4/8/18,2714,4,2,33,Milk,Fresh (Calving),55482,2311,3.64,3.79,2.74,2.65,4.63,4.65,8.8,8.6,0.26,0.05,229,212,14354896,809505,192,12,7,58,28,55,405,0
5/8/18,26,3,2,401,Dry,Pregnant,,,0,0,0,0,0,0,0,0,0,0,,,,,104,-6,8,101,57,11,808,
5/8/18,86,4,2,34,Milk,Fresh (Calving),51488,2145,2.98,3.22,3.01,3.05,4.53,4.46,10.3,9.8,0.05,0.04,317,292,19769696,571101,220,24,6,75,31,50,448,
5/8/18,2714,4,2,34,Milk,Fresh (Calving),52402,2183,3.76,3.77,2.65,2.65,4.62,4.64,8.7,8.6,0.24,0.02,216,211,7244361,1195367,195,9,5,84,30,52,418,0
6/8/18,26,1,3,0,Milk,Fresh (Calving),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,42,35,38,92,12,1346,0
6/8/18,86,4,2,35,Milk,Fresh (Calving),49369,1397,3.21,3.19,3.04,3.09,4.47,4.46,10.1,9.8,0.05,0.04,341,291,90157097,753491,207,14,-1,-1,-1,-1,-1,0
6/8/18,2714,4,2,35,Milk,Fresh (Calving),57295,2387,3.47,3.76,2.64,2.66,4.68,4.63,9.2,8.7,0.15,0.05,250,210,4265796,1354928,214,20,6,59,24,68,354,0
7/8/18,26,1,3,1,Milk,Fresh (Calving),5926,246,3.25,0,3.46,0,4.56,0,9.6,0,0.2,0,134,,25941795,,277,134,-1,-1,-1,-1,-1,0
7/8/18,86,4,2,36,Milk,Fresh (Calving),44225,1842,2.49,3.21,3.19,3.04,4.43,4.47,10.2,9.9,0.04,0.03,330,289,587489,611910,173,5,-1,-1,-1,-1,-1,0
7/8/18,2714,4,2,36,Milk,Fresh (Calving),58440,2435,3.68,3.76,2.69,2.66,4.66,4.64,9.3,8.7,0.55,0.05,231,209,11246052,1561071,216,27,5,87,30,51,433,0
8/8/18,26,1,3,2,Milk,Fresh (Calving),24913,1038,3.39,0,3.26,0,4.72,0,10.2,0,0.07,0,157,,140281,,194,19,14,48,47,31,673,0
8/8/18,86,4,2,37,Milk,Fresh (Calving),54258,2260,3.54,3.22,3.06,3.05,4.4,4.46,10.3,9.9,0.08,0.03,355,293,31695669,1101380,167,-7,-1,-1,-1,-1,-1,0
8/8/18,2714,4,2,37,Milk,Fresh (Calving),54922,2288,3.65,3.74,2.68,2.66,4.64,4.64,9.1,8.7,0.64,0.03,221,210,5081592,1544355,219,20,6,73,30,50,436,0
9/8/18,26,1,3,3,Milk,Fresh (Calving),29051,1210,4.04,0,3.19,0,4.84,0,9.8,0,0.06,0,148,,4775291,,163,20,12,62,52,21,748,0
9/8/18,86,4,2,38,Milk,Fresh (Calving),52049,2168,3.18,3.1,3.06,3.07,4.39,4.45,10,9.9,0.05,0.03,331,292,34673681,1143437,177,7,-1,-1,-1,-1,-1,0
9/8/18,2714,4,2,38,Milk,Fresh (Calving),56407,2350,3.72,3.72,2.67,2.66,4.62,4.64,9,8.7,0.04,0.08,240,211,8053786,1825441,202,26,6,61,25,64,366,0
10/8/18,26,1,3,4,Milk,Fresh (Calving),31651,1318,4.47,0,3.14,0,5.11,0,9.3,0,0.12,0,159,,444631,,121,-14,12,64,54,18,769,0
10/8/18,86,4,2,39,Milk,Fresh (Calving),53893,2245,3.22,3.12,3.14,3.1,4.3,4.44,9.8,10,0.06,0.04,323,296,27289769,3052398,222,22,-1,-1,-1,-1,-1,0
10/8/18,2714,4,2,39,Milk,Fresh (Calving),55793,2324,3.63,3.68,2.64,2.67,4.67,4.64,9.2,8.8,0.62,0.09,242,212,8241379,938841,206,23,5,77,27,59,385,0
11/8/18,26,4,3,5,Milk,Fresh (Calving),32560,1356,4.52,3.96,2.71,3.44,4.92,5.04,9.6,9.6,0,0.05,146,136,1285287,2387782,144,3,10,69,49,24,691,0
11/8/18,86,4,2,40,Milk,Fresh (Calving),53213,2217,3.1,3.09,3.11,3.1,4.41,4.46,10.4,10,0.05,0.04,312,301,127938233,3274591,179,-6,-1,-1,-1,-1,-1,0
11/8/18,2714,4,2,40,Milk,Fresh (Calving),55626,2317,3.29,3.66,2.71,2.69,4.66,4.65,9,8.8,0.1,0.09,218,215,4436084,1889640,229,19,5,76,26,61,381,0
12/8/18,26,4,3,6,Milk,Fresh (Calving),35966,1498,4.82,4.12,3.03,3.32,4.97,5.05,9.1,9.3,0,0.04,135,140,235505,905236,172,17,9,81,50,22,730,0
12/8/18,86,4,2,41,Milk,Fresh (Calving),49271,2052,3.17,3.1,3.14,3.11,4.4,4.42,10.4,10,0.07,0.04,334,303,1389953,1830705,201,26,-1,-1,-1,-1,-1,0
12/8/18,2714,4,2,41,Milk,Fresh (Calving),56664,2361,3.39,3.64,2.71,2.68,4.64,4.65,9.2,8.9,0.33,0.1,255,219,543249902,1942876,244,23,5,73,25,69,366,0
13/08/2018,26,4,3,7,Milk,Fresh (Calving),36514,1521,4.58,4.25,2.73,3.17,5,5.04,9.2,9.3,0,0.03,134,139,1538153,534248,137,-7,12,59,50,22,709,0
13/08/2018,86,4,2,42,Milk,Fresh (Calving),52110,2171,3,3.12,3.19,3.1,4.43,4.43,10.3,10,0.05,0.04,336,309,9749892,1725197,184,15,9,59,37,37,532,0
13/08/2018,2714,4,2,42,Milk,Fresh (Calving),56843,2368,3.43,3.59,2.72,2.68,4.56,4.66,9.2,8.9,0.48,0.05,255,218,568853,1961752,162,-1,-1,-1,-1,-1,-1,0
14/08/2018,26,4,3,8,Milk,Fresh (Calving),34961,1456,4.87,4.41,2.78,3.14,4.92,5.05,9.3,9.2,0,0.02,139,138,217770,333312,133,-10,12,60,49,20,715,0
14/08/2018,86,6,2,43,Milk,Fresh (Calving),55390,2307,3.06,3.15,3.09,3.12,4.42,4.41,10,9.9,0.04,0.05,329,307,77803618,1023746,178,16,10,52,36,36,519,0
14/08/2018,2714,6,2,43,Milk,Fresh (Calving),50032,2084,3.74,3.55,2.8,2.68,4.6,4.65,9.2,9,0.62,0.05,233,220,170215829,1631432,206,15,6,76,32,49,454,0
15/08/2018,26,4,3,9,Milk,Fresh (Calving),38067,1586,4.75,4.46,2.82,3.06,5.08,5.07,10.2,9.2,0,0.01,143,137,7925016,144077,137,-6,-1,-1,-1,-1,-1,0
15/08/2018,86,6,2,44,Milk,Fresh (Calving),51138,2130,3,3.13,3.14,3.13,4.48,4.41,10.5,10,0.04,0.05,305,305,39810708,1068799,188,10,10,40,28,51,397,0
15/08/2018,2714,6,2,44,Milk,Fresh (Calving),58951,1726,3.56,3.49,2.7,2.71,4.63,4.63,9.3,8.9,0.29,0.11,265,220,5754402,1297912,219,23,4,61,18,86,243,0
16/08/2018,26,4,3,10,Milk,Fresh (Calving),32956,1373,5.08,4.44,2.75,2.96,4.81,4.94,10.9,9.2,0,0,149,137,820351,73595,145,7,-1,-1,-1,-1,-1,0
16/08/2018,86,6,2,45,Milk,Fresh (Calving),51315,2138,3.13,3.21,3.12,3.12,4.41,4.41,9.9,9.9,0.05,0.05,300,309,24717248,1198839,175,18,8,63,37,36,504,0
16/08/2018,2714,6,2,45,Milk,Fresh (Calving),38876,1619,4.59,3.56,2.78,2.7,4.63,4.63,8.9,8.9,0.56,0.07,198,220,4830588,2484424,156,-1,7,66,29,41,459,0
17/08/2018,26,4,3,11,Milk,Fresh (Calving),29000,1208,4.81,4.6,2.98,2.91,4.77,4.98,11.2,9.1,0,0,187,137,660693,125383,127,-5,12,63,54,19,751,0
17/08/2018,86,6,2,46,Milk,Fresh (Calving),47502,1979,2.71,3.12,3.09,3.13,4.38,4.42,10.3,9.9,0.06,0.04,292,305,1883649,969948,150,-6,7,86,40,29,604,0
17/08/2018,2714,6,2,46,Milk,Fresh (Calving),42595,1774,4.23,3.55,2.8,2.7,4.65,4.63,9.2,9,0.48,0.16,217,225,374110548,3018727,139,-1,-1,-1,-1,-1,-1,0
18/08/2018,26,4,3,12,Milk,Fresh (Calving),28198,1174,4.76,4.72,2.76,2.86,4.75,4.98,9.8,9.3,0,0,130,136,2243881,207060,126,-2,11,63,49,19,691,0
18/08/2018,86,6,2,47,Milk,Fresh (Calving),50357,2098,3.07,3.07,3.1,3.14,4.31,4.42,10.2,9.9,0.05,0.04,299,301,1577611,1357299,164,21,8,68,38,31,547,0
18/08/2018,2714,6,2,47,Milk,Fresh (Calving),48320,2013,3.86,3.64,2.73,2.71,4.56,4.63,9.7,8.9,0.2,0.18,219,221,42657963,2069301,118,-1,-1,-1,-1,-1,-1,0
19/08/2018,26,4,3,13,Milk,Fresh (Calving),34178,1424,4.4,4.76,3.05,2.83,4.72,4.93,9.5,9.5,0,0,156,139,2636331,326524,149,14,11,73,53,18,805,
19/08/2018,86,6,2,48,Milk,Fresh (Calving),56086,2336,3.16,3,2.95,3.13,4.4,4.44,10.6,10,0.2,0.04,355,295,7673618,1341846,186,5,8,61,34,37,490,
19/08/2018,2714,6,2,48,Milk,Fresh (Calving),27103,1129,3.59,3.72,2.71,2.74,4.53,4.62,10.7,9,0.08,0.15,211,218,43651569,2733979,119,-1,12,62,52,19,745,0
20/08/2018,26,4,3,14,Milk,Fresh (Calving),37609,1567,4.68,4.8,2.73,2.84,5,4.91,9.1,9.5,0,0,163,138,1253141,302749,129,-2,9,67,42,24,604,0
20/08/2018,86,6,2,49,Milk,Fresh (Calving),51199,2133,3,2.97,3.22,3.13,4.39,4.4,10.3,10,0.05,0.04,297,293,944061705,583101,185,6,9,52,33,40,471,0
20/08/2018,2714,6,2,49,Milk,Fresh (Calving),29598,1233,3.91,3.81,2.78,2.74,4.35,4.61,10.5,9,0.1,0.15,215,216,39627807,2936730,220,47,9,45,28,52,409,0
21/08/2018,26,4,3,15,Milk,Fresh (Calving),37823,1575,4.6,4.74,2.8,2.84,4.84,4.88,9,9.6,0,0,171,139,1545254,315669,162,31,9,51,33,36,459,0
21/08/2018,86,6,2,50,Milk,Fresh (Calving),51370,2140,3.04,2.97,3.09,3.1,4.4,4.4,10.4,10,0.07,0.04,336,297,816582,1009373,150,-5,7,93,45,24,649,0
21/08/2018,2714,10,2,50,Milk,Fresh (Calving),21719,904,4.15,3.87,2.79,2.75,4.38,4.59,9.9,9.2,0.66,0.12,219,212,62805,2947751,146,-1,10,56,39,32,559,0
22/08/2018,26,4,3,16,Milk,Fresh (Calving),37761,1573,4.65,4.76,2.72,2.84,4.95,4.88,8.9,9.5,0.09,0,191,142,2280341,316397,135,23,12,60,50,20,721,0
22/08/2018,86,6,2,51,Milk,Fresh (Calving),49222,2050,3.17,2.97,3.2,3.11,4.35,4.39,10.1,10,0.26,0.04,299,295,10209390,2415505,173,21,9,54,34,39,490,0
22/08/2018,2714,10,2,51,Milk,Fresh (Calving),21354,889,4.97,3.97,2.81,2.76,4.39,4.58,10.4,9.3,0.3,0.12,183,207,2243881,3408679,168,17,10,52,36,35,522,0
23/08/2018,26,4,3,17,Milk,Fresh (Calving),36761,1531,4.76,4.72,3.01,2.84,4.85,4.86,9.3,9.5,0,0,195,144,100000,396587,155,40,11,53,41,28,586,0
23/08/2018,86,6,2,52,Milk,Fresh (Calving),50804,2116,3.08,2.95,3.08,3.11,4.4,4.39,9.9,10.1,0.06,0.04,289,293,4742421,1105012,157,-3,8,88,49,22,700,0
23/08/2018,2714,10,2,52,Milk,Fresh (Calving),35937,978,3.93,4.02,2.81,2.74,4.55,4.56,9.8,9.3,0.1,0.13,185,204,2890679,2616757,210,37,7,52,25,60,364,0
24/08/2018,26,4,3,18,Milk,Fresh (Calving),41779,1740,4.52,4.7,2.81,2.82,4.86,4.84,9.7,9.5,0,0,193,147,13335214,276654,159,28,11,55,41,29,601,0
24/08/2018,86,6,2,53,Milk,Fresh (Calving),50332,2097,3.2,2.98,3.19,3.11,4.41,4.38,10.1,10,0.06,0.05,317,291,82224257,814299,166,-2,-1,-1,-1,-1,-1,0
24/08/2018,2714,10,2,53,Milk,Fresh (Calving),21798,818,4.09,3.93,2.91,2.81,4.63,4.55,9.5,9.7,0.09,0.1,177,196,628058,1066718,180,15,10,35,25,58,354,0
25/08/2018,26,4,3,19,Milk,Fresh (Calving),40604,1691,4.29,4.66,2.63,2.86,4.92,4.85,9.5,9.2,0,0,191,152,14354896,77589,142,11,10,53,38,29,534,0
25/08/2018,86,6,2,54,Milk,Fresh (Calving),53248,2218,3.19,3.03,3.13,3.1,4.42,4.39,10.3,10,0.06,0.05,335,293,4295363,750339,179,8,-1,-1,-1,-1,-1,0
25/08/2018,2714,10,2,54,Milk,Fresh (Calving),33066,1377,3.98,4.09,2.78,2.91,4.47,4.63,10.8,9.5,0.81,0.12,199,177,316227,1753423,186,24,15,33,35,35,502,0
26/08/2018,26,4,3,20,Milk,Fresh (Calving),40048,1668,4.47,4.62,2.69,2.84,4.9,4.86,9.1,9,0.01,0,199,153,184077,144181,142,7,11,62,47,23,682,0
26/08/2018,86,6,2,55,Milk,Fresh (Calving),52068,1436,3.13,3.17,3.12,3.08,4.41,4.41,9.8,9.9,0.07,0.05,306,302,25234804,825380,168,21,-1,-1,-1,-1,-1,0
26/08/2018,2714,10,2,55,Milk,Fresh (Calving),38449,1602,4.23,3.73,3.02,2.93,4.58,4.36,10.5,9.5,0.16,0.08,198,169,274789497,1591667,175,17,7,48,24,59,339,0
27/08/2018,26,4,3,21,Milk,Fresh (Calving),40972,1707,4.19,4.56,2.83,2.82,4.92,4.88,9,9,0,0,218,159,10641428,158114,168,25,9,62,38,32,556,0
27/08/2018,86,6,2,56,Milk,Fresh (Calving),52254,2177,3.2,3.13,3.05,3.12,4.43,4.41,10.3,9.9,0.05,0.05,305,303,584790351,2164226,179,8,-1,-1,-1,-1,-1,0
27/08/2018,2714,10,2,56,Milk,Fresh (Calving),42796,1783,3.84,4.02,3.04,3.07,4.61,4.58,10,9.7,0.35,0.1,210,166,5861383,1079647,186,17,10,39,27,49,394,0
28/08/2018,26,4,3,22,Milk,Fresh (Calving),39898,1662,4.06,4.56,2.71,2.77,4.84,4.9,9.3,8.9,0,0,208,166,1710014,164320,152,18,-1,-1,-1,-1,-1,0
28/08/2018,86,6,2,57,Milk,Fresh (Calving),47409,1975,2.76,3.18,3.15,3.14,4.42,4.42,10,9.9,0.05,0.05,293,301,19054616,898845,159,8,-1,-1,-1,-1,-1,0
28/08/2018,2714,10,2,57,Milk,Fresh (Calving),25497,1016,4.22,4.46,3.1,2.89,4.64,4.41,10.3,10,0.04,0.12,176,185,451855,1068027,176,8,6,52,22,64,312,0
29/08/2018,26,4,3,23,Milk,Fresh (Calving),42068,1752,4.02,4.49,2.74,2.79,4.86,4.89,9.2,8.9,0,0,171,172,2172700,328453,132,-3,12,53,43,25,633,0
29/08/2018,86,6,2,58,Milk,Fresh (Calving),50245,2093,3.14,3.22,3.09,3.12,4.41,4.44,9.6,9.8,0.04,0.05,278,302,2964832,709972,164,35,8,63,35,37,505,0
29/08/2018,2714,6,2,58,Milk,Fresh (Calving),39595,1649,3.68,4.22,2.76,3.1,4.75,4.64,10.2,9.7,0.57,0.17,218,171,4345102,851204,180,7,4,50,15,96,202,0
30/08/2018,26,4,3,24,Milk,Fresh (Calving),41244,1718,3.8,4.42,2.76,2.77,4.88,4.89,9.1,8.9,0,0,186,175,2582261,157483,160,23,13,49,45,26,634,0
30/08/2018,86,6,2,59,Milk,Fresh (Calving),50160,2090,3.34,3.17,3.21,3.13,4.35,4.43,10,9.8,0.07,0.05,311,296,212813938,1262282,146,0,9,68,43,27,613,0
30/08/2018,2714,6,2,59,Milk,Fresh (Calving),42828,1784,3.96,4.19,2.73,3.12,4.67,4.68,9.7,9.7,0.03,0.14,204,170,4954503,959879,155,-1,5,90,30,41,450,0
31/08/2018,26,4,3,25,Milk,Fresh (Calving),42207,1758,3.86,4.33,2.82,2.78,4.81,4.88,9.2,9,0.01,0,214,176,17619752,248081,147,7,10,65,45,24,652,0
31/08/2018,86,6,2,60,Milk,Fresh (Calving),49444,1347,3.21,3.28,3.15,3.11,4.43,4.48,10.1,9.7,0.06,0.04,329,297,380,1513053,152,21,-1,-1,-1,-1,-1,0
31/08/2018,2714,6,2,60,Milk,Fresh (Calving),48730,2030,3.53,3.92,2.74,2.99,4.69,4.59,9.5,9.8,0.66,0.13,268,179,2600159,861116,166,8,4,89,25,57,355,0
1/9/18,26,4,3,26,Milk,Fresh (Calving),41486,1728,3.9,4.2,2.84,2.74,4.73,4.88,9.1,8.9,0.02,0,202,176,21928053,800356,136,-6,-1,-1,-1,-1,-1,0
1/9/18,86,6,2,61,Milk,Fresh (Calving),50226,2092,3.13,3.21,3.19,3.15,4.36,4.43,9.9,9.8,0.07,0.04,290,294,986279,9667811,147,2,-1,-1,-1,-1,-1,0
1/9/18,2714,6,2,61,Milk,Fresh (Calving),42915,1788,3.82,3.97,2.89,2.92,4.66,4.63,9.3,9.8,0.33,0.12,181,181,34355814,1446829,188,16,4,82,23,65,330,0
2/9/18,26,4,3,27,Milk,Fresh (Calving),42368,1765,3.68,4.1,2.84,2.75,4.81,4.88,9.5,8.9,0.01,0,198,179,21428898,1146968,171,17,6,68,29,44,411,0
2/9/18,86,6,2,62,Milk,Fresh (Calving),51829,2159,3.15,3.2,3.16,3.15,4.28,4.43,10,9.8,0.06,0.04,333,289,18793,1300168,174,26,11,42,32,38,466,0
2/9/18,2714,6,2,62,Milk,Fresh (Calving),47773,1990,3.74,3.85,2.69,2.89,4.68,4.65,9.2,9.7,0.28,0.16,197,186,13520726,1242213,161,5,6,84,35,36,502,0
3/9/18,26,4,3,28,Milk,Fresh (Calving),43485,1257,3.83,4.08,2.7,2.76,4.69,4.84,9.5,8.8,0,0,217,181,0,1541836,160,12,9,53,33,39,478,0
3/9/18,86,6,2,63,Milk,Fresh (Calving),47797,1991,3.05,3.19,3.2,3.16,4.31,4.41,10.7,9.8,0.05,0.05,273,282,199067235,642746,143,-5,11,54,41,24,589,0
3/9/18,2714,6,2,63,Milk,Fresh (Calving),32453,1446,3.77,3.82,2.82,2.85,4.7,4.68,9.3,9.6,0.07,0.1,216,186,4497797,1999985,186,16,5,61,21,63,303,0
4/9/18,26,4,3,29,Milk,Fresh (Calving),42183,1757,3.77,3.83,2.89,2.7,4.81,4.69,9.9,9,0,0,232,182,1140250,1283089,168,12,10,56,39,31,565,0
4/9/18,86,6,2,64,Milk,Fresh (Calving),51252,1467,3.12,3.24,3.2,3.19,4.38,4.4,10.6,9.8,0.05,0.04,295,290,75509267,499508,155,5,-1,-1,-1,-1,-1,0
4/9/18,2714,6,2,64,Milk,Fresh (Calving),29029,1782,3.85,3.77,2.62,2.82,4.61,4.7,9.7,9.6,0.2,0.11,200,184,21978599,615814,167,-1,4,102,28,47,409,0
5/9/18,26,4,3,30,Milk,Fresh (Calving),41681,1736,3.95,3.57,2.8,2.55,4.84,4.42,9.5,9,0,0,215,182,7603263,987437,154,9,10,57,40,29,574,0
5/9/18,86,6,2,65,Milk,Fresh (Calving),16883,703,2.61,3.12,3.3,3.2,4.35,4.38,10.1,9.9,0.06,0.05,261,282,417830,3656633,150,-3,-1,-1,-1,-1,-1,0
5/9/18,2714,6,2,65,Milk,Fresh (Calving),15529,647,3.64,0,2.7,0,4.68,0,0,0,0,0,0,0,0,0,175,23,4,62,17,84,249,0
6/9/18,26,4,3,31,Milk,Fresh (Calving),38478,1603,3.41,3.52,2.46,2.57,4.22,4.42,9.2,9.1,0.05,0,171,186,597035,594444,162,7,9,70,43,28,627,0
6/9/18,86,6,2,66,Milk,Insemination,17844,743,2.68,3.15,3.18,3.2,4.24,4.38,9.7,9.9,0.06,0.05,285,283,1599558,642044,119,-15,-1,-1,-1,-1,-1,0
6/9/18,2714,6,2,66,Milk,Insemination,28622,1192,3.64,3.77,2.71,2.71,4.66,4.69,9,9.4,0.02,0.07,210,191,24266113,1634866,211,27,5,73,25,61,363,0
7/9/18,26,4,3,32,Milk,Fresh (Calving),41505,1729,3.54,3.51,2.81,2.58,4.7,4.42,11.1,9.1,0.04,0,232,190,1667247,1072950,146,8,5,125,44,24,625,
7/9/18,86,6,2,67,Milk,Insemination,31581,1315,3.42,3.1,3.3,3.21,4.38,4.36,9.4,10,0.05,0.05,288,284,88308,457409,160,12,7,61,31,37,429,
7/9/18,2714,6,2,67,Milk,Insemination,50435,2101,3.68,3.77,2.56,2.69,4.67,4.68,9.3,9.3,0.58,0.1,207,191,5023428,1445270,177,18,4,70,19,79,280,0
8/9/18,26,4,3,33,Milk,Fresh (Calving),39288,1637,3.54,3.43,2.78,2.56,4.76,4.33,9.5,9.1,0.01,0,220,190,3784426,1135564,154,9,6,95,39,30,571,0
8/9/18,86,6,2,68,Milk,Insemination,46889,1953,3.06,3.04,3.26,3.2,4.31,4.35,9.9,10,0.07,0.05,316,285,6668065,367337,118,-5,10,71,49,18,712,0
8/9/18,2714,6,2,68,Milk,Insemination,44453,1852,3.65,3.72,2.62,2.69,4.72,4.68,9.3,9.2,0.24,0.11,217,193,60813488,5351546,170,2,6,86,36,32,513,0
9/9/18,26,4,3,34,Milk,Fresh (Calving),37923,1580,3.88,3.31,2.79,2.55,4.74,4.29,10.3,9.3,0.05,0,284,193,3467368,312705,139,-3,12,55,45,22,661,0
9/9/18,86,6,2,69,Milk,Insemination,45930,1913,3.26,2.95,3.32,3.11,4.2,4.23,9.8,9.9,0.09,0.05,309,287,258821355,328999,169,42,8,72,39,31,580,0
9/9/18,2714,6,2,69,Milk,Insemination,48272,2011,3.6,3.61,2.77,2.56,4.56,4.5,9.2,9.1,0.09,0.14,215,194,737904,6305112,169,1,4,72,20,73,289,0
10/9/18,26,4,3,35,Milk,Fresh (Calving),41994,1749,3.58,3.2,2.76,2.52,4.83,4.27,10.8,9.4,0,0,208,192,3280951,588051,145,-3,9,69,44,24,625,0
10/9/18,86,6,2,70,Milk,Insemination,55752,2323,2.95,2.92,3.29,3.12,4.3,4.21,9.8,9.9,0.05,0.05,305,288,3235938,372167,152,24,7,84,43,24,589,0
10/9/18,2714,6,2,70,Milk,Insemination,46209,1925,3.95,3.62,2.69,2.55,4.64,4.52,9,9.1,0.69,0.11,223,195,587489424,5576830,171,3,6,75,31,40,450,0
11/9/18,26,6,3,36,Milk,Fresh (Calving),46098,1920,3.38,3.24,2.72,2.54,4.78,4.29,9.9,9.4,0.02,0.01,202,199,20090926,588058,146,13,8,76,42,27,606,0
11/9/18,86,6,2,71,Milk,Insemination,54884,2286,3.12,2.93,3.23,3.14,4.34,4.18,10.4,9.8,0.06,0.05,314,284,69662641,26698658,147,2,8,70,37,30,556,0
11/9/18,2714,6,2,71,Milk,Insemination,45771,1907,3.8,3.46,2.66,2.46,4.58,4.32,9.5,9.1,0.05,0.07,204,195,50234283,2640070,156,1,5,74,26,52,370,0
12/9/18,26,6,3,37,Milk,Fresh (Calving),45077,1878,3.18,3.33,2.8,2.61,4.75,4.43,9.9,9.6,0.02,0,246,198,16143592,700832,174,33,5,67,24,56,334,0
12/9/18,86,6,2,72,Milk,Insemination,51549,1474,3.08,3.19,3.18,3.27,4.2,4.31,10.3,9.8,0.07,0.04,294,293,58479035,37981082,142,-1,10,62,43,25,618,0
12/9/18,2714,6,2,72,Milk,Insemination,30017,1250,3.68,3.46,2.67,2.47,4.63,4.29,9.1,9,0.03,0.09,181,195,207491,3635010,165,6,4,60,17,86,240,0
13/09/2018,26,6,3,38,Milk,Fresh (Calving),45818,1909,3.4,3.28,2.75,2.59,4.77,4.44,9.9,9.6,0.01,0,227,196,690239,822617,125,-14,8,89,48,18,709,
13/09/2018,86,6,2,73,Milk,Insemination,53490,2228,3.3,3.08,3.23,3.18,4.35,4.2,10.4,9.7,0.08,0.05,303,293,1076465,23783502,146,30,7,79,38,29,553,
13/09/2018,2714,6,2,73,Milk,Insemination,34898,1454,3.47,3.06,2.66,2.2,4.61,3.81,9.6,9,0.02,0.05,193,193,1774189,2816830,188,12,4,66,18,74,262,0
14/09/2018,26,6,3,39,Milk,Fresh (Calving),48530,2022,3.35,3.21,2.69,2.59,4.81,4.42,10.1,9.6,0.02,0.01,215,201,2600159,709676,126,-12,6,84,36,28,507,0
14/09/2018,86,6,2,74,Milk,Insemination,52572,2190,2.89,3.12,3.08,3.13,4.5,4.2,10.1,9.7,0.06,0.05,297,291,682338,22198037,152,11,8,60,34,34,484,0
14/09/2018,2714,6,2,74,Milk,Insemination,45737,1905,4.02,3.43,2.57,2.46,4.61,4.27,9.7,9,0.29,0.05,197,190,3556314,1914593,182,7,7,53,26,51,369,0
15/09/2018,26,6,3,40,Milk,Fresh (Calving),44970,1873,3.27,3.26,2.8,2.62,4.69,4.48,9.4,9.7,0.02,0.01,205,206,474242,736521,132,-2,6,93,41,25,559,0
15/09/2018,86,6,2,75,Milk,Insemination,52400,2183,3.1,3.01,3.34,3,4.24,4.05,10.5,9.8,0.07,0.05,312,291,50234283,19043193,151,19,10,62,43,25,622,0
15/09/2018,2714,6,2,75,Milk,Insemination,46632,1943,3.51,2.46,2.86,1.78,4.48,3.09,9.9,9.1,0.47,0.04,190,190,779830,1845429,170,9,4,81,23,62,324,0
16/09/2018,26,6,3,41,Milk,Fresh (Calving),50051,2085,3.59,3.29,2.85,2.64,4.71,4.57,9.3,9.6,0.04,0.01,222,205,17538803,1180154,152,9,7,100,46,20,703,0
16/09/2018,86,6,2,76,Milk,Insemination,54882,2286,3.01,3.07,3.03,3.09,4.33,4.24,10.2,9.8,0.09,0.05,321,293,88104922,10503489,159,25,-1,-1,-1,-1,-1,0
16/09/2018,2714,6,2,76,Milk,Insemination,37189,1549,4.46,3.46,2.82,2.41,4.63,4.21,10,9.2,0.46,0.04,181,185,14223283,508252,183,17,4,88,24,56,352,0
17/09/2018,26,6,3,42,Milk,Fresh (Calving),47244,1968,3.56,3.26,2.79,2.66,4.78,4.58,9.4,9.6,0.03,0.01,222,204,24434306,997024,138,0,6,86,37,27,517,0
17/09/2018,86,6,2,77,Milk,Insemination,53104,2212,3.05,2.98,3.16,3,4.33,4.1,9.8,9.9,0.06,0.05,310,295,56104806,10238487,164,14,-1,-1,-1,-1,-1,0
17/09/2018,2714,6,2,77,Milk,Insemination,42273,1761,3.64,3.35,2.81,2.37,4.58,4.06,10.4,9.3,0.04,0.04,172,182,568853,377559,204,27,3,47,10,155,141,0
18/09/2018,26,6,3,43,Milk,Fresh (Calving),48311,2012,3.38,3.32,2.8,2.72,4.77,4.66,10.1,9.5,0.03,0.01,213,202,51286142,983123,128,8,6,92,38,27,552,0
18/09/2018,86,6,2,78,Milk,Insemination,53267,2219,3.09,2.95,2.99,2.96,4.36,4.13,9.7,9.9,0.07,0.05,319,298,53826971,10066368,179,20,7,48,24,54,333,0
18/09/2018,2714,6,2,78,Milk,Insemination,47204,1966,3.72,3.58,2.91,2.47,4.63,4.19,10.4,9.4,0.36,0.12,192,179,645654,4850518,174,16,4,78,22,62,312,0
19/09/2018,26,6,3,44,Milk,Fresh (Calving),46228,1926,3.48,3.4,2.85,2.78,4.8,4.76,9.8,9.5,0.03,0.01,237,203,170608,849731,125,3,7,76,36,27,532,0
